provincia_iso,semana,edad60,s_leves,s_hosp,s_uci,s_def,s_total,pobtot,ID_1,NAME_1,ID_2,NAME_2
A,1,-60,0,0,0,0,0,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,1,+60,0,2,0,0,2,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,2,-60,0,0,0,0,0,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,2,+60,0,3,0,0,3,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,3,-60,0,1,0,0,1,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,3,+60,0,2,0,0,2,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,4,-60,0,0,0,0,0,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,4,+60,0,3,0,0,3,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,5,-60,0,1,0,0,1,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,5,+60,0,0,0,0,0,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,6,-60,0,0,0,0,0,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,6,+60,0,0,0,0,0,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,7,-60,0,1,0,0,1,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,7,+60,0,2,0,0,2,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,8,-60,0,1,1,0,2,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,8,+60,0,7,2,0,9,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,9,-60,1,2,0,0,3,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,9,+60,5,5,1,0,11,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,10,-60,16,8,0,0,24,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,10,+60,8,22,1,0,31,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,11,-60,197,52,9,0,258,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,11,+60,153,128,23,11,315,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,12,-60,302,211,26,4,543,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,12,+60,447,453,61,73,1034,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,13,-60,588,192,36,0,816,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,13,+60,794,488,75,110,1467,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,14,-60,310,66,7,8,391,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,14,+60,303,173,30,115,621,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,15,-60,160,43,2,2,207,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,15,+60,172,97,10,58,337,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,16,-60,99,19,5,3,126,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,16,+60,76,50,4,46,176,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,17,-60,77,17,2,0,96,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,17,+60,58,31,1,16,106,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,18,-60,58,7,2,1,68,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,18,+60,76,28,3,19,126,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,19,-60,34,13,1,2,50,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,19,+60,28,16,0,10,54,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,20,-60,38,6,1,1,46,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,20,+60,16,7,2,10,35,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,21,-60,27,1,0,0,28,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,21,+60,20,2,0,4,26,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,22,-60,19,0,0,1,20,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,22,+60,6,5,0,1,12,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,23,-60,9,1,0,0,10,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,23,+60,4,2,0,0,6,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,24,-60,9,2,0,0,11,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,24,+60,2,0,0,0,2,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,25,-60,8,1,0,1,10,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,25,+60,2,0,0,1,3,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,26,-60,8,0,0,0,8,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,26,+60,4,2,0,1,7,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,27,-60,19,3,0,0,22,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,27,+60,5,2,1,0,8,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,28,-60,21,3,0,0,24,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,28,+60,1,1,0,0,2,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,29,-60,115,7,0,1,123,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,29,+60,31,12,0,0,43,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,30,-60,221,9,1,0,231,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,30,+60,60,15,0,2,77,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,31,-60,344,17,1,0,362,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,31,+60,101,29,6,3,139,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,32,-60,370,20,2,0,392,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,32,+60,80,21,1,2,104,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,33,-60,614,29,4,0,647,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,33,+60,134,34,1,1,170,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,34,-60,830,33,1,0,864,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,34,+60,156,47,7,1,211,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,35,-60,1000,36,4,0,1040,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,35,+60,193,65,13,10,281,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,36,-60,1246,39,4,0,1289,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,36,+60,315,71,11,12,409,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,37,-60,1365,38,6,2,1411,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,37,+60,269,59,5,8,341,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,38,-60,1075,45,7,3,1130,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,38,+60,259,82,11,12,364,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,39,-60,888,41,7,1,937,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,39,+60,188,36,3,12,239,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,40,-60,987,25,1,1,1014,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,40,+60,203,48,4,10,265,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,41,-60,1041,55,5,0,1101,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,41,+60,239,69,9,9,326,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,42,-60,1809,66,9,2,1886,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,42,+60,452,133,12,14,611,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,43,-60,2792,84,6,4,2886,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,43,+60,742,183,17,16,958,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,44,-60,2904,96,9,1,3010,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,44,+60,915,206,18,31,1170,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,45,-60,3281,105,12,1,3399,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,45,+60,1023,243,20,53,1339,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,46,-60,2707,83,12,4,2806,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,46,+60,877,260,37,64,1238,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,47,-60,2205,89,6,2,2302,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,47,+60,694,157,28,61,940,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,48,-60,1564,58,6,2,1630,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,48,+60,488,144,15,53,700,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,49,-60,1324,51,5,3,1383,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,49,+60,347,97,14,38,496,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,50,-60,2380,69,8,5,2462,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,50,+60,661,142,15,40,858,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,51,-60,3608,93,7,2,3710,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,51,+60,1118,192,16,32,1358,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,52,-60,4324,111,14,4,4453,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,52,+60,1194,296,33,62,1585,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,53,-60,2090,43,8,2,2143,2770719,10,Comunidad Valenciana,35,Alicante/Alacant
A,53,+60,569,90,2,21,682,1004335,10,Comunidad Valenciana,35,Alicante/Alacant
A,54,-60,7959,193,11,4,8167,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,54,+60,2165,451,35,98,2749,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,55,-60,14615,291,26,7,14939,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,55,+60,4081,755,66,130,5032,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,56,-60,16726,410,30,9,17175,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,56,+60,5160,1052,86,273,6571,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,57,-60,13620,355,31,19,14025,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,57,+60,3992,908,65,339,5304,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,58,-60,8357,256,17,16,8646,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,58,+60,2416,610,48,268,3342,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,59,-60,3382,116,14,17,3529,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,59,+60,968,284,30,165,1447,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,60,-60,1381,47,3,10,1441,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,60,+60,364,117,11,102,594,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,61,-60,823,30,3,5,861,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,61,+60,186,68,13,69,336,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,62,-60,502,24,2,3,531,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,62,+60,111,31,4,29,175,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,63,-60,292,11,3,4,310,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,63,+60,62,20,3,25,110,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,64,-60,193,11,1,4,209,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,64,+60,45,9,2,17,73,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,65,-60,143,17,1,6,167,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,65,+60,38,18,2,6,64,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,66,-60,225,9,3,0,237,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,66,+60,76,20,0,3,99,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,67,-60,179,10,0,0,189,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,67,+60,47,8,2,6,63,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,68,-60,241,5,0,2,248,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,68,+60,68,12,2,2,84,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,69,-60,237,13,1,0,251,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,69,+60,48,9,0,2,59,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,70,-60,195,9,1,0,205,9697516.5,10,Comunidad Valenciana,35,Alicante/Alacant
A,70,+60,52,4,0,2,58,3515172.5,10,Comunidad Valenciana,35,Alicante/Alacant
AB,1,-60,0,0,0,0,0,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,1,+60,0,0,0,0,0,693731.5,4,Castilla-La Mancha,13,Albacete
AB,2,-60,0,0,0,0,0,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,2,+60,0,0,0,0,0,693731.5,4,Castilla-La Mancha,13,Albacete
AB,3,-60,0,0,0,0,0,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,3,+60,0,0,0,0,0,693731.5,4,Castilla-La Mancha,13,Albacete
AB,4,-60,0,0,0,0,0,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,4,+60,0,0,0,0,0,693731.5,4,Castilla-La Mancha,13,Albacete
AB,5,-60,0,0,0,0,0,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,5,+60,0,0,0,0,0,693731.5,4,Castilla-La Mancha,13,Albacete
AB,6,-60,0,0,0,0,0,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,6,+60,0,0,0,0,0,693731.5,4,Castilla-La Mancha,13,Albacete
AB,7,-60,0,0,0,0,0,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,7,+60,0,0,0,0,0,693731.5,4,Castilla-La Mancha,13,Albacete
AB,8,-60,0,0,0,0,0,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,8,+60,0,1,0,0,1,693731.5,4,Castilla-La Mancha,13,Albacete
AB,9,-60,1,2,0,0,3,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,9,+60,1,5,0,0,6,693731.5,4,Castilla-La Mancha,13,Albacete
AB,10,-60,3,4,2,0,9,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,10,+60,3,13,3,0,19,693731.5,4,Castilla-La Mancha,13,Albacete
AB,11,-60,93,55,4,0,152,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,11,+60,91,116,15,17,239,693731.5,4,Castilla-La Mancha,13,Albacete
AB,12,-60,210,132,19,4,365,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,12,+60,248,295,16,69,628,693731.5,4,Castilla-La Mancha,13,Albacete
AB,13,-60,492,170,24,6,692,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,13,+60,519,370,32,103,1024,693731.5,4,Castilla-La Mancha,13,Albacete
AB,14,-60,393,106,9,5,513,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,14,+60,454,259,9,94,816,693731.5,4,Castilla-La Mancha,13,Albacete
AB,15,-60,164,43,3,2,212,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,15,+60,180,111,4,65,360,693731.5,4,Castilla-La Mancha,13,Albacete
AB,16,-60,72,19,2,3,96,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,16,+60,98,62,1,39,200,693731.5,4,Castilla-La Mancha,13,Albacete
AB,17,-60,77,30,0,1,108,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,17,+60,69,45,1,31,146,693731.5,4,Castilla-La Mancha,13,Albacete
AB,18,-60,35,18,1,1,55,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,18,+60,41,25,1,20,87,693731.5,4,Castilla-La Mancha,13,Albacete
AB,19,-60,3,0,0,2,5,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,19,+60,6,3,0,19,28,693731.5,4,Castilla-La Mancha,13,Albacete
AB,20,-60,12,1,0,0,13,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,20,+60,7,3,0,8,18,693731.5,4,Castilla-La Mancha,13,Albacete
AB,21,-60,23,2,1,2,28,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,21,+60,17,1,0,4,22,693731.5,4,Castilla-La Mancha,13,Albacete
AB,22,-60,30,2,1,0,33,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,22,+60,22,8,0,6,36,693731.5,4,Castilla-La Mancha,13,Albacete
AB,23,-60,20,2,0,0,22,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,23,+60,5,1,0,1,7,693731.5,4,Castilla-La Mancha,13,Albacete
AB,24,-60,10,1,1,1,13,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,24,+60,2,0,0,1,3,693731.5,4,Castilla-La Mancha,13,Albacete
AB,25,-60,7,0,0,0,7,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,25,+60,8,1,0,0,9,693731.5,4,Castilla-La Mancha,13,Albacete
AB,26,-60,12,0,0,0,12,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,26,+60,7,2,0,4,13,693731.5,4,Castilla-La Mancha,13,Albacete
AB,27,-60,12,1,0,0,13,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,27,+60,14,7,1,0,22,693731.5,4,Castilla-La Mancha,13,Albacete
AB,28,-60,9,1,0,0,10,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,28,+60,11,6,0,1,18,693731.5,4,Castilla-La Mancha,13,Albacete
AB,29,-60,17,1,0,0,18,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,29,+60,12,5,1,1,19,693731.5,4,Castilla-La Mancha,13,Albacete
AB,30,-60,22,0,0,0,22,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,30,+60,7,0,0,0,7,693731.5,4,Castilla-La Mancha,13,Albacete
AB,31,-60,37,1,0,0,38,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,31,+60,5,1,0,0,6,693731.5,4,Castilla-La Mancha,13,Albacete
AB,32,-60,109,2,1,0,112,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,32,+60,21,4,0,1,26,693731.5,4,Castilla-La Mancha,13,Albacete
AB,33,-60,200,3,0,1,204,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,33,+60,33,0,0,0,33,693731.5,4,Castilla-La Mancha,13,Albacete
AB,34,-60,290,2,0,0,292,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,34,+60,67,5,1,0,73,693731.5,4,Castilla-La Mancha,13,Albacete
AB,35,-60,443,1,0,0,444,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,35,+60,74,7,1,4,86,693731.5,4,Castilla-La Mancha,13,Albacete
AB,36,-60,358,2,1,2,363,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,36,+60,91,4,1,5,101,693731.5,4,Castilla-La Mancha,13,Albacete
AB,37,-60,385,1,1,0,387,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,37,+60,101,7,1,3,112,693731.5,4,Castilla-La Mancha,13,Albacete
AB,38,-60,401,3,0,0,404,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,38,+60,90,7,1,4,102,693731.5,4,Castilla-La Mancha,13,Albacete
AB,39,-60,368,4,0,0,372,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,39,+60,62,3,0,4,69,693731.5,4,Castilla-La Mancha,13,Albacete
AB,40,-60,319,15,3,2,339,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,40,+60,78,19,4,0,101,693731.5,4,Castilla-La Mancha,13,Albacete
AB,41,-60,402,19,2,0,423,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,41,+60,78,22,5,3,108,693731.5,4,Castilla-La Mancha,13,Albacete
AB,42,-60,598,12,1,1,612,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,42,+60,151,20,4,2,177,693731.5,4,Castilla-La Mancha,13,Albacete
AB,43,-60,834,17,3,1,855,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,43,+60,262,39,5,5,311,693731.5,4,Castilla-La Mancha,13,Albacete
AB,44,-60,804,21,7,1,833,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,44,+60,235,50,8,9,302,693731.5,4,Castilla-La Mancha,13,Albacete
AB,45,-60,851,15,1,0,867,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,45,+60,248,63,4,7,322,693731.5,4,Castilla-La Mancha,13,Albacete
AB,46,-60,707,24,4,0,735,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,46,+60,217,54,13,15,299,693731.5,4,Castilla-La Mancha,13,Albacete
AB,47,-60,426,6,1,1,434,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,47,+60,171,42,4,16,233,693731.5,4,Castilla-La Mancha,13,Albacete
AB,48,-60,342,10,5,0,357,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,48,+60,118,28,5,10,161,693731.5,4,Castilla-La Mancha,13,Albacete
AB,49,-60,357,9,0,0,366,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,49,+60,101,31,1,10,143,693731.5,4,Castilla-La Mancha,13,Albacete
AB,50,-60,544,15,5,0,564,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,50,+60,170,47,5,11,233,693731.5,4,Castilla-La Mancha,13,Albacete
AB,51,-60,617,9,1,0,627,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,51,+60,186,30,10,8,234,693731.5,4,Castilla-La Mancha,13,Albacete
AB,52,-60,683,7,2,0,692,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,52,+60,204,43,4,12,263,693731.5,4,Castilla-La Mancha,13,Albacete
AB,53,-60,306,0,0,0,306,580669,4,Castilla-La Mancha,13,Albacete
AB,53,+60,82,20,0,3,105,198209,4,Castilla-La Mancha,13,Albacete
AB,54,-60,1037,8,0,3,1048,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,54,+60,259,44,9,9,321,693731.5,4,Castilla-La Mancha,13,Albacete
AB,55,-60,1757,23,4,0,1784,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,55,+60,513,61,7,16,597,693731.5,4,Castilla-La Mancha,13,Albacete
AB,56,-60,1773,20,9,0,1802,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,56,+60,583,104,9,22,718,693731.5,4,Castilla-La Mancha,13,Albacete
AB,57,-60,1499,30,10,0,1539,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,57,+60,496,81,18,39,634,693731.5,4,Castilla-La Mancha,13,Albacete
AB,58,-60,816,19,4,1,840,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,58,+60,177,47,6,24,254,693731.5,4,Castilla-La Mancha,13,Albacete
AB,59,-60,391,7,2,1,401,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,59,+60,101,25,7,16,149,693731.5,4,Castilla-La Mancha,13,Albacete
AB,60,-60,194,5,0,0,199,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,60,+60,65,17,3,12,97,693731.5,4,Castilla-La Mancha,13,Albacete
AB,61,-60,101,4,2,1,108,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,61,+60,43,10,4,7,64,693731.5,4,Castilla-La Mancha,13,Albacete
AB,62,-60,84,2,1,0,87,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,62,+60,13,9,2,4,28,693731.5,4,Castilla-La Mancha,13,Albacete
AB,63,-60,68,2,0,0,70,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,63,+60,24,16,3,2,45,693731.5,4,Castilla-La Mancha,13,Albacete
AB,64,-60,44,2,0,0,46,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,64,+60,9,6,1,3,19,693731.5,4,Castilla-La Mancha,13,Albacete
AB,65,-60,35,0,1,0,36,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,65,+60,9,1,2,1,13,693731.5,4,Castilla-La Mancha,13,Albacete
AB,66,-60,52,2,0,0,54,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,66,+60,12,6,2,1,21,693731.5,4,Castilla-La Mancha,13,Albacete
AB,67,-60,94,3,0,0,97,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,67,+60,27,8,1,2,38,693731.5,4,Castilla-La Mancha,13,Albacete
AB,68,-60,111,6,2,0,119,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,68,+60,22,4,2,1,29,693731.5,4,Castilla-La Mancha,13,Albacete
AB,69,-60,77,2,1,0,80,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,69,+60,15,2,1,0,18,693731.5,4,Castilla-La Mancha,13,Albacete
AB,70,-60,63,0,0,0,63,2032341.5,4,Castilla-La Mancha,13,Albacete
AB,70,+60,17,2,1,0,20,693731.5,4,Castilla-La Mancha,13,Albacete
AL,1,-60,0,1,0,0,1,3952819.5,1,Andalucía,1,Almería
AL,1,+60,0,1,0,0,1,1061543,1,Andalucía,1,Almería
AL,2,-60,0,0,0,0,0,3952819.5,1,Andalucía,1,Almería
AL,2,+60,0,0,0,0,0,1061543,1,Andalucía,1,Almería
AL,3,-60,0,0,0,0,0,3952819.5,1,Andalucía,1,Almería
AL,3,+60,0,0,0,0,0,1061543,1,Andalucía,1,Almería
AL,4,-60,0,1,0,0,1,3952819.5,1,Andalucía,1,Almería
AL,4,+60,0,0,0,0,0,1061543,1,Andalucía,1,Almería
AL,5,-60,0,0,0,0,0,3952819.5,1,Andalucía,1,Almería
AL,5,+60,0,0,0,0,0,1061543,1,Andalucía,1,Almería
AL,6,-60,0,0,0,0,0,3952819.5,1,Andalucía,1,Almería
AL,6,+60,0,0,0,0,0,1061543,1,Andalucía,1,Almería
AL,7,-60,0,0,0,0,0,3952819.5,1,Andalucía,1,Almería
AL,7,+60,0,1,0,0,1,1061543,1,Andalucía,1,Almería
AL,8,-60,0,0,0,0,0,3952819.5,1,Andalucía,1,Almería
AL,8,+60,0,0,0,0,0,1061543,1,Andalucía,1,Almería
AL,9,-60,1,1,0,0,2,3952819.5,1,Andalucía,1,Almería
AL,9,+60,0,1,0,0,1,1061543,1,Andalucía,1,Almería
AL,10,-60,4,1,0,0,5,3952819.5,1,Andalucía,1,Almería
AL,10,+60,0,0,0,0,0,1061543,1,Andalucía,1,Almería
AL,11,-60,24,1,0,0,25,3952819.5,1,Andalucía,1,Almería
AL,11,+60,9,10,3,0,22,1061543,1,Andalucía,1,Almería
AL,12,-60,38,20,2,0,60,3952819.5,1,Andalucía,1,Almería
AL,12,+60,53,47,8,6,114,1061543,1,Andalucía,1,Almería
AL,13,-60,81,30,8,0,119,3952819.5,1,Andalucía,1,Almería
AL,13,+60,79,47,9,12,147,1061543,1,Andalucía,1,Almería
AL,14,-60,43,4,2,0,49,3952819.5,1,Andalucía,1,Almería
AL,14,+60,64,21,3,11,99,1061543,1,Andalucía,1,Almería
