provincia_iso,semana,edad60,s_leves,s_hosp,s_uci,s_def,s_total,pobtot,ID_1,NAME_1,ID_2,NAME_2
MU,35,-60,1763,104,15,0,1882,8286222,18,Región de Murcia,52,Murcia
MU,35,+60,284,77,7,2,370,2262816.5,18,Región de Murcia,52,Murcia
MU,36,-60,2152,115,20,0,2287,8286222,18,Región de Murcia,52,Murcia
MU,36,+60,410,106,16,9,541,2262816.5,18,Región de Murcia,52,Murcia
MU,37,-60,2848,130,12,1,2991,8286222,18,Región de Murcia,52,Murcia
MU,37,+60,393,86,13,24,516,2262816.5,18,Región de Murcia,52,Murcia
MU,38,-60,2883,109,12,1,3005,8286222,18,Región de Murcia,52,Murcia
MU,38,+60,340,92,10,11,453,2262816.5,18,Región de Murcia,52,Murcia
MU,39,-60,2628,124,20,2,2774,8286222,18,Región de Murcia,52,Murcia
MU,39,+60,368,93,17,16,494,2262816.5,18,Región de Murcia,52,Murcia
MU,40,-60,2432,102,12,2,2548,8286222,18,Región de Murcia,52,Murcia
MU,40,+60,409,130,19,9,567,2262816.5,18,Región de Murcia,52,Murcia
MU,41,-60,2285,109,12,5,2411,8286222,18,Región de Murcia,52,Murcia
MU,41,+60,434,131,16,24,605,2262816.5,18,Región de Murcia,52,Murcia
MU,42,-60,3309,144,20,1,3474,8286222,18,Región de Murcia,52,Murcia
MU,42,+60,700,174,22,23,919,2262816.5,18,Región de Murcia,52,Murcia
MU,43,-60,4472,168,17,2,4659,8286222,18,Región de Murcia,52,Murcia
MU,43,+60,975,217,29,45,1266,2262816.5,18,Región de Murcia,52,Murcia
MU,44,-60,4690,175,17,2,4884,8286222,18,Región de Murcia,52,Murcia
MU,44,+60,1088,233,26,66,1413,2262816.5,18,Región de Murcia,52,Murcia
MU,45,-60,4834,168,24,4,5030,8286222,18,Región de Murcia,52,Murcia
MU,45,+60,1113,259,32,79,1483,2262816.5,18,Región de Murcia,52,Murcia
MU,46,-60,3205,180,28,3,3416,8286222,18,Región de Murcia,52,Murcia
MU,46,+60,664,182,29,63,938,2262816.5,18,Región de Murcia,52,Murcia
MU,47,-60,1665,97,7,3,1772,8286222,18,Región de Murcia,52,Murcia
MU,47,+60,361,116,14,62,553,2262816.5,18,Región de Murcia,52,Murcia
MU,48,-60,1186,64,9,2,1261,8286222,18,Región de Murcia,52,Murcia
MU,48,+60,222,77,16,29,344,2262816.5,18,Región de Murcia,52,Murcia
MU,49,-60,780,46,9,0,835,8286222,18,Región de Murcia,52,Murcia
MU,49,+60,167,49,7,32,255,2262816.5,18,Región de Murcia,52,Murcia
MU,50,-60,1044,50,7,2,1103,8286222,18,Región de Murcia,52,Murcia
MU,50,+60,263,54,7,28,352,2262816.5,18,Región de Murcia,52,Murcia
MU,51,-60,1051,44,7,2,1104,8286222,18,Región de Murcia,52,Murcia
MU,51,+60,222,60,11,24,317,2262816.5,18,Región de Murcia,52,Murcia
MU,52,-60,1474,41,9,4,1528,8286222,18,Región de Murcia,52,Murcia
MU,52,+60,261,74,11,19,365,2262816.5,18,Región de Murcia,52,Murcia
MU,53,-60,941,10,3,3,957,2367492,18,Región de Murcia,52,Murcia
MU,53,+60,163,34,3,10,210,646519,18,Región de Murcia,52,Murcia
MU,54,-60,4331,108,17,4,4460,8286222,18,Región de Murcia,52,Murcia
MU,54,+60,909,158,21,23,1111,2262816.5,18,Región de Murcia,52,Murcia
MU,55,-60,9854,188,25,3,10070,8286222,18,Región de Murcia,52,Murcia
MU,55,+60,2246,355,37,48,2686,2262816.5,18,Región de Murcia,52,Murcia
MU,56,-60,9124,278,49,6,9457,8286222,18,Región de Murcia,52,Murcia
MU,56,+60,2473,525,48,120,3166,2262816.5,18,Región de Murcia,52,Murcia
MU,57,-60,6414,229,24,5,6672,8286222,18,Región de Murcia,52,Murcia
MU,57,+60,1587,496,44,174,2301,2262816.5,18,Región de Murcia,52,Murcia
MU,58,-60,3029,151,23,6,3209,8286222,18,Región de Murcia,52,Murcia
MU,58,+60,756,301,30,143,1230,2262816.5,18,Región de Murcia,52,Murcia
MU,59,-60,1440,72,4,8,1524,8286222,18,Región de Murcia,52,Murcia
MU,59,+60,323,133,24,86,566,2262816.5,18,Región de Murcia,52,Murcia
MU,60,-60,863,59,8,5,935,8286222,18,Región de Murcia,52,Murcia
MU,60,+60,178,71,9,58,316,2262816.5,18,Región de Murcia,52,Murcia
MU,61,-60,587,43,5,7,642,8286222,18,Región de Murcia,52,Murcia
MU,61,+60,117,47,4,40,208,2262816.5,18,Región de Murcia,52,Murcia
MU,62,-60,478,39,4,3,524,8286222,18,Región de Murcia,52,Murcia
MU,62,+60,92,32,8,25,157,2262816.5,18,Región de Murcia,52,Murcia
MU,63,-60,428,31,5,4,468,8286222,18,Región de Murcia,52,Murcia
MU,63,+60,61,34,6,12,113,2262816.5,18,Región de Murcia,52,Murcia
MU,64,-60,360,29,3,2,394,8286222,18,Región de Murcia,52,Murcia
MU,64,+60,66,28,5,4,103,2262816.5,18,Región de Murcia,52,Murcia
MU,65,-60,362,21,3,0,386,8286222,18,Región de Murcia,52,Murcia
MU,65,+60,68,20,4,5,97,2262816.5,18,Región de Murcia,52,Murcia
MU,66,-60,433,26,4,1,464,8286222,18,Región de Murcia,52,Murcia
MU,66,+60,80,19,1,13,113,2262816.5,18,Región de Murcia,52,Murcia
MU,67,-60,471,31,5,1,508,8286222,18,Región de Murcia,52,Murcia
MU,67,+60,78,24,2,2,106,2262816.5,18,Región de Murcia,52,Murcia
MU,68,-60,416,20,3,1,440,8286222,18,Región de Murcia,52,Murcia
MU,68,+60,72,23,4,3,102,2262816.5,18,Región de Murcia,52,Murcia
MU,69,-60,460,24,4,1,489,8286222,18,Región de Murcia,52,Murcia
MU,69,+60,70,20,2,4,96,2262816.5,18,Región de Murcia,52,Murcia
MU,70,-60,351,23,2,0,376,8286222,18,Región de Murcia,52,Murcia
MU,70,+60,60,19,1,1,81,2262816.5,18,Región de Murcia,52,Murcia
PA,1,-60,0,0,0,0,0,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,1,+60,0,0,0,0,0,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,2,-60,0,0,0,0,0,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,2,+60,0,1,0,0,1,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,3,-60,0,0,0,0,0,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,3,+60,0,1,0,0,1,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,4,-60,0,0,0,0,0,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,4,+60,0,2,0,0,2,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,5,-60,0,0,0,0,0,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,5,+60,0,1,0,0,1,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,6,-60,0,1,0,0,1,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,6,+60,0,2,0,0,2,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,7,-60,0,0,0,0,0,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,7,+60,0,2,0,0,2,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,8,-60,0,0,0,0,0,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,8,+60,0,6,1,0,7,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,9,-60,2,2,1,0,5,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,9,+60,1,6,0,0,7,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,10,-60,38,15,2,0,55,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,10,+60,10,14,1,0,25,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,11,-60,255,81,6,0,342,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,11,+60,108,106,4,4,222,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,12,-60,405,154,12,0,571,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,12,+60,466,365,35,42,908,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,13,-60,756,231,9,2,998,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,13,+60,486,392,34,104,1016,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,14,-60,364,151,7,4,526,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,14,+60,636,240,15,100,991,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,15,-60,214,66,1,3,284,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,15,+60,517,132,2,102,753,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,16,-60,185,30,3,2,220,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,16,+60,202,91,3,77,373,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,17,-60,181,13,2,0,196,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,17,+60,116,38,2,43,199,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,18,-60,120,13,2,0,135,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,18,+60,44,22,0,24,90,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,19,-60,82,7,0,2,91,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,19,+60,44,18,0,14,76,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,20,-60,60,4,0,0,64,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,20,+60,45,12,1,2,60,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,21,-60,44,5,0,0,49,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,21,+60,16,6,0,2,24,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,22,-60,37,5,1,0,43,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,22,+60,14,10,0,1,25,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,23,-60,31,3,0,0,34,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,23,+60,8,3,0,0,11,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,24,-60,12,0,0,0,12,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,24,+60,6,2,0,0,8,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,25,-60,49,0,0,0,49,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,25,+60,19,2,1,0,22,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,26,-60,34,0,0,0,34,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,26,+60,8,2,0,0,10,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,27,-60,19,3,0,0,22,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,27,+60,7,1,0,0,8,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,28,-60,125,2,0,0,127,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,28,+60,10,1,0,0,11,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,29,-60,416,6,0,0,422,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,29,+60,44,0,0,1,45,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,30,-60,411,7,0,0,418,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,30,+60,65,12,0,0,77,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,31,-60,385,10,2,0,397,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,31,+60,54,11,0,0,65,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,32,-60,614,16,2,0,632,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,32,+60,91,14,3,2,110,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,33,-60,528,18,2,0,548,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,33,+60,101,17,2,1,121,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,34,-60,664,20,3,0,687,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,34,+60,123,20,4,1,148,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,35,-60,998,25,2,0,1025,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,35,+60,149,34,1,3,187,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,36,-60,1115,50,3,0,1168,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,36,+60,202,44,3,4,253,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,37,-60,1812,58,3,0,1873,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,37,+60,329,59,5,10,403,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,38,-60,1812,69,6,1,1888,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,38,+60,369,64,6,16,455,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,39,-60,1917,50,5,2,1974,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,39,+60,367,52,3,12,434,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,40,-60,1506,54,6,1,1567,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,40,+60,456,91,5,23,575,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,41,-60,2528,53,2,1,2584,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,41,+60,623,118,13,24,778,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,42,-60,2905,71,3,0,2979,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,42,+60,721,115,17,40,893,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,43,-60,3284,96,8,0,3388,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,43,+60,767,166,15,32,980,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,44,-60,2768,88,9,3,2868,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,44,+60,854,164,24,36,1078,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,45,-60,1604,51,12,1,1668,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,45,+60,461,102,13,44,620,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,46,-60,995,43,5,1,1044,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,46,+60,310,100,8,37,455,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,47,-60,740,18,4,1,763,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,47,+60,173,43,5,44,265,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,48,-60,600,12,0,2,614,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,48,+60,124,41,5,28,198,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,49,-60,508,11,1,1,521,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,49,+60,110,35,4,21,170,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,50,-60,544,23,3,1,571,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,50,+60,133,40,2,19,194,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,51,-60,467,17,4,0,488,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,51,+60,109,24,1,19,153,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,52,-60,539,13,1,1,554,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,52,+60,154,41,7,11,213,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,53,-60,242,9,0,0,251,970309,9,Comunidad Foral de Navarra,34,Navarra
PA,53,+60,49,13,1,7,70,343415,9,Comunidad Foral de Navarra,34,Navarra
PA,54,-60,741,12,2,1,756,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,54,+60,177,39,3,6,225,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,55,-60,993,19,2,0,1014,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,55,+60,325,41,5,11,382,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,56,-60,1269,31,8,0,1308,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,56,+60,374,94,7,14,489,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,57,-60,1282,19,3,0,1304,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,57,+60,328,75,12,28,443,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,58,-60,1158,20,4,1,1183,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,58,+60,279,62,5,12,358,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,59,-60,635,19,2,0,656,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,59,+60,150,44,4,26,224,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,60,-60,384,24,2,0,410,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,60,+60,79,31,5,10,125,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,61,-60,393,13,0,0,406,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,61,+60,53,12,4,7,76,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,62,-60,329,12,2,0,343,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,62,+60,51,16,3,6,76,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,63,-60,372,21,1,1,395,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,63,+60,62,10,3,4,79,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,64,-60,422,23,8,1,454,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,64,+60,94,14,2,3,113,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,65,-60,767,18,2,0,787,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,65,+60,180,35,9,4,228,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,66,-60,906,28,3,0,937,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,66,+60,229,52,6,5,292,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,67,-60,1162,36,5,0,1203,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,67,+60,324,66,14,6,410,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,68,-60,1218,42,5,1,1266,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,68,+60,253,65,14,11,343,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,69,-60,973,49,6,1,1029,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,69,+60,215,61,9,5,290,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
PA,70,-60,771,41,6,0,818,3396081.5,9,Comunidad Foral de Navarra,34,Navarra
PA,70,+60,156,41,6,12,215,1201952.5,9,Comunidad Foral de Navarra,34,Navarra
O,1,-60,0,0,0,0,0,4692520,17,Principado de Asturias,51,Asturias
O,1,+60,0,0,0,0,0,2427631.5,17,Principado de Asturias,51,Asturias
O,2,-60,0,0,0,0,0,4692520,17,Principado de Asturias,51,Asturias
O,2,+60,0,0,0,0,0,2427631.5,17,Principado de Asturias,51,Asturias
O,3,-60,0,0,0,0,0,4692520,17,Principado de Asturias,51,Asturias
O,3,+60,0,1,0,0,1,2427631.5,17,Principado de Asturias,51,Asturias
O,4,-60,0,0,0,0,0,4692520,17,Principado de Asturias,51,Asturias
O,4,+60,0,0,0,0,0,2427631.5,17,Principado de Asturias,51,Asturias
O,5,-60,0,1,0,0,1,4692520,17,Principado de Asturias,51,Asturias
O,5,+60,0,0,0,0,0,2427631.5,17,Principado de Asturias,51,Asturias
O,6,-60,0,0,0,0,0,4692520,17,Principado de Asturias,51,Asturias
O,6,+60,0,1,0,0,1,2427631.5,17,Principado de Asturias,51,Asturias
O,7,-60,0,1,0,0,1,4692520,17,Principado de Asturias,51,Asturias
O,7,+60,0,1,0,0,1,2427631.5,17,Principado de Asturias,51,Asturias
O,8,-60,0,0,0,0,0,4692520,17,Principado de Asturias,51,Asturias
O,8,+60,0,1,1,0,2,2427631.5,17,Principado de Asturias,51,Asturias
O,9,-60,1,1,0,0,2,4692520,17,Principado de Asturias,51,Asturias
O,9,+60,2,4,1,0,7,2427631.5,17,Principado de Asturias,51,Asturias
O,10,-60,23,9,0,0,32,4692520,17,Principado de Asturias,51,Asturias
O,10,+60,7,8,1,0,16,2427631.5,17,Principado de Asturias,51,Asturias
O,11,-60,170,15,2,0,187,4692520,17,Principado de Asturias,51,Asturias
O,11,+60,70,44,5,1,120,2427631.5,17,Principado de Asturias,51,Asturias
O,12,-60,309,55,11,0,375,4692520,17,Principado de Asturias,51,Asturias
O,12,+60,237,162,20,27,446,2427631.5,17,Principado de Asturias,51,Asturias
O,13,-60,263,71,11,2,347,4692520,17,Principado de Asturias,51,Asturias
O,13,+60,294,227,34,44,599,2427631.5,17,Principado de Asturias,51,Asturias
O,14,-60,147,26,2,0,175,4692520,17,Principado de Asturias,51,Asturias
O,14,+60,222,137,12,32,403,2427631.5,17,Principado de Asturias,51,Asturias
O,15,-60,103,19,5,0,127,4692520,17,Principado de Asturias,51,Asturias
O,15,+60,257,147,10,67,481,2427631.5,17,Principado de Asturias,51,Asturias
O,16,-60,52,12,2,2,68,4692520,17,Principado de Asturias,51,Asturias
O,16,+60,91,85,4,37,217,2427631.5,17,Principado de Asturias,51,Asturias
O,17,-60,23,12,0,1,36,4692520,17,Principado de Asturias,51,Asturias
O,17,+60,31,31,3,47,112,2427631.5,17,Principado de Asturias,51,Asturias
O,18,-60,18,6,1,1,26,4692520,17,Principado de Asturias,51,Asturias
O,18,+60,19,15,2,18,54,2427631.5,17,Principado de Asturias,51,Asturias
O,19,-60,13,1,0,1,15,4692520,17,Principado de Asturias,51,Asturias
O,19,+60,22,7,2,14,45,2427631.5,17,Principado de Asturias,51,Asturias
O,20,-60,11,2,0,0,13,4692520,17,Principado de Asturias,51,Asturias
O,20,+60,7,4,0,14,25,2427631.5,17,Principado de Asturias,51,Asturias
O,21,-60,2,0,0,1,3,4692520,17,Principado de Asturias,51,Asturias
O,21,+60,3,1,0,4,8,2427631.5,17,Principado de Asturias,51,Asturias
O,22,-60,7,0,0,0,7,4692520,17,Principado de Asturias,51,Asturias
O,22,+60,20,7,0,9,36,2427631.5,17,Principado de Asturias,51,Asturias
O,23,-60,3,0,0,0,3,4692520,17,Principado de Asturias,51,Asturias
O,23,+60,3,4,0,9,16,2427631.5,17,Principado de Asturias,51,Asturias
O,24,-60,4,0,0,0,4,4692520,17,Principado de Asturias,51,Asturias
O,24,+60,0,0,0,3,3,2427631.5,17,Principado de Asturias,51,Asturias
O,25,-60,0,0,0,0,0,4692520,17,Principado de Asturias,51,Asturias
O,25,+60,0,0,0,2,2,2427631.5,17,Principado de Asturias,51,Asturias
O,26,-60,0,0,0,0,0,4692520,17,Principado de Asturias,51,Asturias
O,26,+60,0,0,0,2,2,2427631.5,17,Principado de Asturias,51,Asturias
O,27,-60,2,0,0,0,2,4692520,17,Principado de Asturias,51,Asturias
O,27,+60,0,0,0,1,1,2427631.5,17,Principado de Asturias,51,Asturias
O,28,-60,5,1,0,0,6,4692520,17,Principado de Asturias,51,Asturias
O,28,+60,1,0,0,0,1,2427631.5,17,Principado de Asturias,51,Asturias
O,29,-60,5,0,0,0,5,4692520,17,Principado de Asturias,51,Asturias
O,29,+60,1,2,0,0,3,2427631.5,17,Principado de Asturias,51,Asturias
O,30,-60,26,1,0,0,27,4692520,17,Principado de Asturias,51,Asturias
O,30,+60,7,0,0,0,7,2427631.5,17,Principado de Asturias,51,Asturias
O,31,-60,77,0,0,0,77,4692520,17,Principado de Asturias,51,Asturias
O,31,+60,15,0,1,0,16,2427631.5,17,Principado de Asturias,51,Asturias
O,32,-60,138,1,0,0,139,4692520,17,Principado de Asturias,51,Asturias
O,32,+60,25,4,0,0,29,2427631.5,17,Principado de Asturias,51,Asturias
O,33,-60,152,2,0,0,154,4692520,17,Principado de Asturias,51,Asturias
O,33,+60,20,2,0,0,22,2427631.5,17,Principado de Asturias,51,Asturias
O,34,-60,178,1,0,0,179,4692520,17,Principado de Asturias,51,Asturias
O,34,+60,57,7,0,1,65,2427631.5,17,Principado de Asturias,51,Asturias
O,35,-60,186,7,1,0,194,4692520,17,Principado de Asturias,51,Asturias
O,35,+60,59,17,3,0,79,2427631.5,17,Principado de Asturias,51,Asturias
O,36,-60,272,9,1,0,282,4692520,17,Principado de Asturias,51,Asturias
O,36,+60,93,24,3,3,123,2427631.5,17,Principado de Asturias,51,Asturias
O,37,-60,310,11,1,0,322,4692520,17,Principado de Asturias,51,Asturias
O,37,+60,101,19,3,3,126,2427631.5,17,Principado de Asturias,51,Asturias
O,38,-60,470,10,1,0,481,4692520,17,Principado de Asturias,51,Asturias
O,38,+60,136,24,5,2,167,2427631.5,17,Principado de Asturias,51,Asturias
O,39,-60,453,15,0,0,468,4692520,17,Principado de Asturias,51,Asturias
O,39,+60,177,53,5,4,239,2427631.5,17,Principado de Asturias,51,Asturias
O,40,-60,501,25,0,0,526,4692520,17,Principado de Asturias,51,Asturias
O,40,+60,212,69,6,5,292,2427631.5,17,Principado de Asturias,51,Asturias
O,41,-60,803,25,2,0,830,4692520,17,Principado de Asturias,51,Asturias
O,41,+60,392,115,7,11,525,2427631.5,17,Principado de Asturias,51,Asturias
O,42,-60,1067,51,3,0,1121,4692520,17,Principado de Asturias,51,Asturias
O,42,+60,458,170,8,17,653,2427631.5,17,Principado de Asturias,51,Asturias
O,43,-60,1308,72,5,1,1386,4692520,17,Principado de Asturias,51,Asturias
O,43,+60,806,272,17,47,1142,2427631.5,17,Principado de Asturias,51,Asturias
O,44,-60,1306,95,13,3,1417,4692520,17,Principado de Asturias,51,Asturias
O,44,+60,978,360,23,69,1430,2427631.5,17,Principado de Asturias,51,Asturias
O,45,-60,1953,126,11,1,2091,4692520,17,Principado de Asturias,51,Asturias
O,45,+60,1205,435,22,135,1797,2427631.5,17,Principado de Asturias,51,Asturias
O,46,-60,2218,118,9,5,2350,4692520,17,Principado de Asturias,51,Asturias
O,46,+60,1250,458,25,129,1862,2427631.5,17,Principado de Asturias,51,Asturias
O,47,-60,1411,97,9,10,1527,4692520,17,Principado de Asturias,51,Asturias
O,47,+60,920,388,22,150,1480,2427631.5,17,Principado de Asturias,51,Asturias
O,48,-60,920,59,6,6,991,4692520,17,Principado de Asturias,51,Asturias
O,48,+60,627,265,9,135,1036,2427631.5,17,Principado de Asturias,51,Asturias
O,49,-60,846,35,7,3,891,4692520,17,Principado de Asturias,51,Asturias
O,49,+60,372,148,10,108,638,2427631.5,17,Principado de Asturias,51,Asturias
O,50,-60,613,33,4,1,651,4692520,17,Principado de Asturias,51,Asturias
O,50,+60,305,115,7,84,511,2427631.5,17,Principado de Asturias,51,Asturias
O,51,-60,433,14,1,1,449,4692520,17,Principado de Asturias,51,Asturias
O,51,+60,162,71,4,54,291,2427631.5,17,Principado de Asturias,51,Asturias
O,52,-60,426,16,0,1,443,4692520,17,Principado de Asturias,51,Asturias
O,52,+60,142,60,5,35,242,2427631.5,17,Principado de Asturias,51,Asturias
O,53,-60,178,3,0,0,181,1340720,17,Principado de Asturias,51,Asturias
O,53,+60,58,18,1,10,87,693609,17,Principado de Asturias,51,Asturias
O,54,-60,682,25,4,0,711,4692520,17,Principado de Asturias,51,Asturias
O,54,+60,221,58,5,28,312,2427631.5,17,Principado de Asturias,51,Asturias
O,55,-60,1233,43,6,0,1282,4692520,17,Principado de Asturias,51,Asturias
