ID_1,semana,edad60,s_leves,s_hosp,s_uci,s_def,s_total,pobtot,NAME_1
12,2,Mas60,0,1,0,0,1,6112935.5,Galicia
12,3,Menos60,0,0,0,0,0,12791709,Galicia
12,3,Mas60,0,2,1,0,3,6112935.5,Galicia
12,4,Menos60,0,0,0,0,0,12791709,Galicia
12,4,Mas60,0,5,0,0,5,6112935.5,Galicia
12,5,Menos60,0,0,0,0,0,12791709,Galicia
12,5,Mas60,0,0,0,0,0,6112935.5,Galicia
12,6,Menos60,0,1,0,0,1,12791709,Galicia
12,6,Mas60,0,2,1,0,3,6112935.5,Galicia
12,7,Menos60,0,0,0,0,0,12791709,Galicia
12,7,Mas60,0,2,0,0,2,6112935.5,Galicia
12,8,Menos60,0,1,1,0,2,12791709,Galicia
12,8,Mas60,0,3,0,0,3,6112935.5,Galicia
12,9,Menos60,1,2,0,0,3,12791709,Galicia
12,9,Mas60,0,5,0,0,5,6112935.5,Galicia
12,10,Menos60,17,7,1,0,25,12791709,Galicia
12,10,Mas60,23,18,3,0,44,6112935.5,Galicia
12,11,Menos60,242,33,5,1,281,12791709,Galicia
12,11,Mas60,169,88,11,4,272,6112935.5,Galicia
12,12,Menos60,810,131,16,0,957,12791709,Galicia
12,12,Mas60,962,471,61,26,1520,6112935.5,Galicia
12,13,Menos60,1315,201,13,5,1534,12791709,Galicia
12,13,Mas60,1421,653,86,99,2259,6112935.5,Galicia
12,14,Menos60,861,129,13,5,1008,12791709,Galicia
12,14,Mas60,935,378,37,157,1507,6112935.5,Galicia
12,15,Menos60,593,72,10,6,681,12791709,Galicia
12,15,Mas60,508,208,14,114,844,6112935.5,Galicia
12,16,Menos60,294,38,5,3,340,12791709,Galicia
12,16,Mas60,280,132,8,81,501,6112935.5,Galicia
12,17,Menos60,212,24,4,0,240,12791709,Galicia
12,17,Mas60,172,78,7,52,309,6112935.5,Galicia
12,18,Menos60,131,19,1,2,153,12791709,Galicia
12,18,Mas60,73,46,8,35,162,6112935.5,Galicia
12,19,Menos60,69,5,2,0,76,12791709,Galicia
12,19,Mas60,56,56,3,11,126,6112935.5,Galicia
12,20,Menos60,39,4,1,0,44,12791709,Galicia
12,20,Mas60,15,8,1,7,31,6112935.5,Galicia
12,21,Menos60,30,2,1,1,34,12791709,Galicia
12,21,Mas60,22,5,0,5,32,6112935.5,Galicia
12,22,Menos60,13,7,0,0,20,12791709,Galicia
12,22,Mas60,3,2,0,3,8,6112935.5,Galicia
12,23,Menos60,12,1,0,0,13,12791709,Galicia
12,23,Mas60,2,1,0,0,3,6112935.5,Galicia
12,24,Menos60,7,1,0,0,8,12791709,Galicia
12,24,Mas60,2,1,0,1,4,6112935.5,Galicia
12,25,Menos60,15,0,0,0,15,12791709,Galicia
12,25,Mas60,0,2,0,0,2,6112935.5,Galicia
12,26,Menos60,40,1,0,0,41,12791709,Galicia
12,26,Mas60,10,3,0,0,13,6112935.5,Galicia
12,27,Menos60,135,2,0,0,137,12791709,Galicia
12,27,Mas60,14,3,0,0,17,6112935.5,Galicia
12,28,Menos60,78,3,1,0,82,12791709,Galicia
12,28,Mas60,18,4,1,0,23,6112935.5,Galicia
12,29,Menos60,61,6,1,0,68,12791709,Galicia
12,29,Mas60,14,4,0,0,18,6112935.5,Galicia
12,30,Menos60,98,5,0,0,103,12791709,Galicia
12,30,Mas60,28,6,1,0,35,6112935.5,Galicia
12,31,Menos60,174,4,0,0,178,12791709,Galicia
12,31,Mas60,42,10,1,0,53,6112935.5,Galicia
12,32,Menos60,496,16,1,0,513,12791709,Galicia
12,32,Mas60,90,22,2,3,117,6112935.5,Galicia
12,33,Menos60,806,39,4,0,849,12791709,Galicia
12,33,Mas60,158,32,5,3,198,6112935.5,Galicia
12,34,Menos60,1269,44,5,0,1318,12791709,Galicia
12,34,Mas60,381,65,5,8,459,6112935.5,Galicia
12,35,Menos60,1415,39,0,0,1454,12791709,Galicia
12,35,Mas60,442,114,9,12,577,6112935.5,Galicia
12,36,Menos60,1279,35,3,1,1318,12791709,Galicia
12,36,Mas60,468,128,14,20,630,6112935.5,Galicia
12,37,Menos60,1221,51,6,0,1278,12791709,Galicia
12,37,Mas60,375,123,8,30,536,6112935.5,Galicia
12,38,Menos60,1257,44,6,2,1309,12791709,Galicia
12,38,Mas60,458,111,17,22,608,6112935.5,Galicia
12,39,Menos60,1010,31,8,0,1049,12791709,Galicia
12,39,Mas60,343,81,8,22,454,6112935.5,Galicia
12,40,Menos60,1173,46,6,0,1225,12791709,Galicia
12,40,Mas60,319,98,12,27,456,6112935.5,Galicia
12,41,Menos60,1573,57,9,3,1642,12791709,Galicia
12,41,Mas60,686,120,12,28,846,6112935.5,Galicia
12,42,Menos60,2060,83,10,0,2153,12791709,Galicia
12,42,Mas60,708,204,18,43,973,6112935.5,Galicia
12,43,Menos60,3021,105,14,1,3141,12791709,Galicia
12,43,Mas60,1248,225,33,44,1550,6112935.5,Galicia
12,44,Menos60,3290,94,12,2,3398,12791709,Galicia
12,44,Mas60,1354,325,39,67,1785,6112935.5,Galicia
12,45,Menos60,2929,94,11,1,3035,12791709,Galicia
12,45,Mas60,1141,286,36,71,1534,6112935.5,Galicia
12,46,Menos60,2743,89,16,3,2851,12791709,Galicia
12,46,Mas60,1130,234,38,67,1469,6112935.5,Galicia
12,47,Menos60,2374,76,10,1,2461,12791709,Galicia
12,47,Mas60,1143,184,32,80,1439,6112935.5,Galicia
12,48,Menos60,1778,62,4,2,1846,12791709,Galicia
12,48,Mas60,784,181,17,57,1039,6112935.5,Galicia
12,49,Menos60,1606,50,8,1,1665,12791709,Galicia
12,49,Mas60,610,175,17,50,852,6112935.5,Galicia
12,50,Menos60,1804,59,9,0,1872,12791709,Galicia
12,50,Mas60,671,176,22,34,903,6112935.5,Galicia
12,51,Menos60,1790,56,6,0,1852,12791709,Galicia
12,51,Mas60,674,170,22,23,889,6112935.5,Galicia
12,52,Menos60,1928,61,15,1,2005,12791709,Galicia
12,52,Mas60,697,194,18,37,946,6112935.5,Galicia
12,53,Menos60,801,15,4,1,821,3654774,Galicia
12,53,Mas60,324,64,6,12,406,1746553,Galicia
12,54,Menos60,2722,65,8,0,2795,12791709,Galicia
12,54,Mas60,1109,210,30,34,1383,6112935.5,Galicia
12,55,Menos60,4968,108,19,0,5095,12791709,Galicia
12,55,Mas60,1947,388,55,57,2447,6112935.5,Galicia
12,56,Menos60,7521,198,27,2,7748,12791709,Galicia
12,56,Mas60,2880,555,87,97,3619,6112935.5,Galicia
12,57,Menos60,8236,279,38,9,8562,12791709,Galicia
12,57,Mas60,3088,716,103,147,4054,6112935.5,Galicia
12,58,Menos60,5914,240,52,5,6211,12791709,Galicia
12,58,Mas60,2155,589,108,174,3026,6112935.5,Galicia
12,59,Menos60,3465,178,31,10,3684,12791709,Galicia
12,59,Mas60,1217,417,62,130,1826,6112935.5,Galicia
12,60,Menos60,2020,129,28,6,2183,12791709,Galicia
12,60,Mas60,627,215,21,78,941,6112935.5,Galicia
12,61,Menos60,1403,80,18,4,1505,12791709,Galicia
12,61,Mas60,475,160,24,52,711,6112935.5,Galicia
12,62,Menos60,878,64,16,2,960,12791709,Galicia
12,62,Mas60,312,128,16,42,498,6112935.5,Galicia
12,63,Menos60,804,40,8,1,853,12791709,Galicia
12,63,Mas60,262,99,19,25,405,6112935.5,Galicia
12,64,Menos60,819,49,12,0,880,12791709,Galicia
12,64,Mas60,279,82,9,26,396,6112935.5,Galicia
12,65,Menos60,682,41,6,1,730,12791709,Galicia
12,65,Mas60,213,64,5,15,297,6112935.5,Galicia
12,66,Menos60,764,48,6,1,819,12791709,Galicia
12,66,Mas60,225,74,11,12,322,6112935.5,Galicia
12,67,Menos60,808,41,7,5,861,12791709,Galicia
12,67,Mas60,209,61,9,19,298,6112935.5,Galicia
12,68,Menos60,1021,50,7,3,1081,12791709,Galicia
12,68,Mas60,298,74,8,3,383,6112935.5,Galicia
12,69,Menos60,1115,65,12,0,1192,12791709,Galicia
12,69,Mas60,292,72,17,9,390,6112935.5,Galicia
12,70,Menos60,819,51,8,0,878,12791709,Galicia
12,70,Mas60,241,52,8,6,307,6112935.5,Galicia
13,1,Menos60,0,0,0,0,0,6653356.5,Islas Baleares
13,1,Mas60,0,0,0,0,0,1837286.5,Islas Baleares
13,2,Menos60,0,0,0,0,0,6653356.5,Islas Baleares
13,2,Mas60,0,0,0,0,0,1837286.5,Islas Baleares
13,3,Menos60,0,0,0,0,0,6653356.5,Islas Baleares
13,3,Mas60,0,0,0,0,0,1837286.5,Islas Baleares
13,4,Menos60,0,0,0,0,0,6653356.5,Islas Baleares
13,4,Mas60,0,0,0,0,0,1837286.5,Islas Baleares
13,5,Menos60,0,0,0,0,0,6653356.5,Islas Baleares
13,5,Mas60,0,0,0,0,0,1837286.5,Islas Baleares
13,6,Menos60,1,1,0,0,2,6653356.5,Islas Baleares
13,6,Mas60,0,0,0,0,0,1837286.5,Islas Baleares
13,7,Menos60,0,0,0,0,0,6653356.5,Islas Baleares
13,7,Mas60,0,0,0,0,0,1837286.5,Islas Baleares
13,8,Menos60,0,0,0,0,0,6653356.5,Islas Baleares
13,8,Mas60,0,1,0,0,1,1837286.5,Islas Baleares
13,9,Menos60,5,2,0,0,7,6653356.5,Islas Baleares
13,9,Mas60,4,2,0,0,6,1837286.5,Islas Baleares
13,10,Menos60,22,7,3,0,32,6653356.5,Islas Baleares
13,10,Mas60,11,10,2,0,23,1837286.5,Islas Baleares
13,11,Menos60,98,31,8,3,140,6653356.5,Islas Baleares
13,11,Mas60,44,36,6,1,87,1837286.5,Islas Baleares
13,12,Menos60,313,83,15,2,413,6653356.5,Islas Baleares
13,12,Mas60,190,155,40,16,401,1837286.5,Islas Baleares
13,13,Menos60,268,112,15,1,396,6653356.5,Islas Baleares
13,13,Mas60,281,235,36,38,590,1837286.5,Islas Baleares
13,14,Menos60,189,59,9,3,260,6653356.5,Islas Baleares
13,14,Mas60,221,174,19,38,452,1837286.5,Islas Baleares
13,15,Menos60,81,30,5,3,119,6653356.5,Islas Baleares
13,15,Mas60,78,68,1,39,186,1837286.5,Islas Baleares
13,16,Menos60,59,24,1,0,84,6653356.5,Islas Baleares
13,16,Mas60,63,55,5,33,156,1837286.5,Islas Baleares
13,17,Menos60,29,9,0,2,40,6653356.5,Islas Baleares
13,17,Mas60,13,11,0,18,42,1837286.5,Islas Baleares
13,18,Menos60,26,11,0,0,37,6653356.5,Islas Baleares
13,18,Mas60,13,11,2,11,37,1837286.5,Islas Baleares
13,19,Menos60,22,1,0,1,24,6653356.5,Islas Baleares
13,19,Mas60,13,7,1,9,30,1837286.5,Islas Baleares
13,20,Menos60,51,2,0,1,54,6653356.5,Islas Baleares
13,20,Mas60,22,6,1,4,33,1837286.5,Islas Baleares
13,21,Menos60,25,2,0,0,27,6653356.5,Islas Baleares
13,21,Mas60,15,1,0,3,19,1837286.5,Islas Baleares
13,22,Menos60,26,0,0,0,26,6653356.5,Islas Baleares
13,22,Mas60,9,1,0,0,10,1837286.5,Islas Baleares
13,23,Menos60,9,0,0,0,9,6653356.5,Islas Baleares
13,23,Mas60,9,1,0,0,10,1837286.5,Islas Baleares
13,24,Menos60,21,0,0,0,21,6653356.5,Islas Baleares
13,24,Mas60,8,2,0,0,10,1837286.5,Islas Baleares
13,25,Menos60,25,0,0,0,25,6653356.5,Islas Baleares
13,25,Mas60,2,1,0,0,3,1837286.5,Islas Baleares
13,26,Menos60,27,0,0,0,27,6653356.5,Islas Baleares
13,26,Mas60,7,2,1,1,11,1837286.5,Islas Baleares
13,27,Menos60,21,1,0,0,22,6653356.5,Islas Baleares
13,27,Mas60,1,0,0,1,2,1837286.5,Islas Baleares
13,28,Menos60,30,1,0,0,31,6653356.5,Islas Baleares
13,28,Mas60,2,1,0,1,4,1837286.5,Islas Baleares
13,29,Menos60,40,3,0,0,43,6653356.5,Islas Baleares
13,29,Mas60,14,2,0,1,17,1837286.5,Islas Baleares
13,30,Menos60,154,2,0,0,156,6653356.5,Islas Baleares
13,30,Mas60,19,8,2,0,29,1837286.5,Islas Baleares
13,31,Menos60,476,14,0,0,490,6653356.5,Islas Baleares
13,31,Mas60,46,6,0,0,52,1837286.5,Islas Baleares
13,32,Menos60,1068,16,4,0,1088,6653356.5,Islas Baleares
13,32,Mas60,146,18,2,1,167,1837286.5,Islas Baleares
13,33,Menos60,1743,37,8,0,1788,6653356.5,Islas Baleares
13,33,Mas60,224,29,7,4,264,1837286.5,Islas Baleares
13,34,Menos60,1754,52,9,1,1816,6653356.5,Islas Baleares
13,34,Mas60,291,60,8,9,368,1837286.5,Islas Baleares
13,35,Menos60,1476,38,11,3,1528,6653356.5,Islas Baleares
13,35,Mas60,345,76,15,20,456,1837286.5,Islas Baleares
13,36,Menos60,935,53,5,1,994,6653356.5,Islas Baleares
13,36,Mas60,290,75,7,16,388,1837286.5,Islas Baleares
13,37,Menos60,749,40,8,0,797,6653356.5,Islas Baleares
13,37,Mas60,236,72,10,19,337,1837286.5,Islas Baleares
13,38,Menos60,942,29,5,1,977,6653356.5,Islas Baleares
13,38,Mas60,218,67,15,26,326,1837286.5,Islas Baleares
13,39,Menos60,666,15,1,0,682,6653356.5,Islas Baleares
13,39,Mas60,178,41,2,15,236,1837286.5,Islas Baleares
13,40,Menos60,558,15,1,2,576,6653356.5,Islas Baleares
13,40,Mas60,147,36,3,14,200,1837286.5,Islas Baleares
13,41,Menos60,626,20,5,0,651,6653356.5,Islas Baleares
13,41,Mas60,138,37,4,12,191,1837286.5,Islas Baleares
13,42,Menos60,802,17,0,0,819,6653356.5,Islas Baleares
13,42,Mas60,182,29,4,10,225,1837286.5,Islas Baleares
13,43,Menos60,1169,26,1,0,1196,6653356.5,Islas Baleares
13,43,Mas60,267,55,10,9,341,1837286.5,Islas Baleares
13,44,Menos60,1204,33,5,0,1242,6653356.5,Islas Baleares
13,44,Mas60,324,57,11,11,403,1837286.5,Islas Baleares
13,45,Menos60,1249,34,9,0,1292,6653356.5,Islas Baleares
13,45,Mas60,302,73,7,12,394,1837286.5,Islas Baleares
13,46,Menos60,1119,32,5,1,1157,6653356.5,Islas Baleares
13,46,Mas60,239,60,10,16,325,1837286.5,Islas Baleares
13,47,Menos60,928,31,5,0,964,6653356.5,Islas Baleares
13,47,Mas60,203,38,10,10,261,1837286.5,Islas Baleares
13,48,Menos60,1039,25,2,1,1067,6653356.5,Islas Baleares
13,48,Mas60,244,39,6,8,297,1837286.5,Islas Baleares
13,49,Menos60,1220,18,2,0,1240,6653356.5,Islas Baleares
13,49,Mas60,286,54,8,12,360,1837286.5,Islas Baleares
13,50,Menos60,1920,41,8,0,1969,6653356.5,Islas Baleares
13,50,Mas60,493,94,11,20,618,1837286.5,Islas Baleares
13,51,Menos60,2877,56,4,2,2939,6653356.5,Islas Baleares
13,51,Mas60,679,117,8,24,828,1837286.5,Islas Baleares
13,52,Menos60,2515,84,15,0,2614,6653356.5,Islas Baleares
13,52,Mas60,575,134,20,26,755,1837286.5,Islas Baleares
13,53,Menos60,929,16,2,0,947,1900959,Islas Baleares
13,53,Mas60,201,25,9,8,243,524939,Islas Baleares
13,54,Menos60,2799,41,11,2,2853,6653356.5,Islas Baleares
13,54,Mas60,668,123,22,23,836,1837286.5,Islas Baleares
13,55,Menos60,3725,77,8,3,3813,6653356.5,Islas Baleares
13,55,Mas60,758,142,29,37,966,1837286.5,Islas Baleares
13,56,Menos60,3592,84,14,2,3692,6653356.5,Islas Baleares
13,56,Mas60,691,175,20,38,924,1837286.5,Islas Baleares
13,57,Menos60,2723,96,17,0,2836,6653356.5,Islas Baleares
13,57,Mas60,554,137,22,39,752,1837286.5,Islas Baleares
13,58,Menos60,1485,59,16,1,1561,6653356.5,Islas Baleares
13,58,Mas60,291,84,16,45,436,1837286.5,Islas Baleares
13,59,Menos60,818,40,5,4,867,6653356.5,Islas Baleares
13,59,Mas60,127,52,14,28,221,1837286.5,Islas Baleares
13,60,Menos60,594,18,2,0,614,6653356.5,Islas Baleares
13,60,Mas60,98,28,2,23,151,1837286.5,Islas Baleares
13,61,Menos60,353,20,2,1,376,6653356.5,Islas Baleares
13,61,Mas60,73,26,0,9,108,1837286.5,Islas Baleares
13,62,Menos60,255,9,0,0,264,6653356.5,Islas Baleares
13,62,Mas60,54,14,4,7,79,1837286.5,Islas Baleares
13,63,Menos60,235,13,1,0,249,6653356.5,Islas Baleares
13,63,Mas60,35,16,4,5,60,1837286.5,Islas Baleares
13,64,Menos60,245,6,1,0,252,6653356.5,Islas Baleares
13,64,Mas60,34,8,2,3,47,1837286.5,Islas Baleares
13,65,Menos60,328,7,2,0,337,6653356.5,Islas Baleares
13,65,Mas60,52,9,0,0,61,1837286.5,Islas Baleares
13,66,Menos60,383,12,0,0,395,6653356.5,Islas Baleares
13,66,Mas60,69,8,0,1,78,1837286.5,Islas Baleares
13,67,Menos60,302,4,4,0,310,6653356.5,Islas Baleares
13,67,Mas60,51,10,1,0,62,1837286.5,Islas Baleares
13,68,Menos60,339,11,1,0,351,6653356.5,Islas Baleares
13,68,Mas60,56,11,1,1,69,1837286.5,Islas Baleares
13,69,Menos60,285,12,1,0,298,6653356.5,Islas Baleares
13,69,Mas60,56,8,2,2,68,1837286.5,Islas Baleares
13,70,Menos60,245,11,2,0,258,6653356.5,Islas Baleares
13,70,Mas60,26,3,0,2,31,1837286.5,Islas Baleares
14,1,Menos60,0,0,0,0,0,12139291.5,Islas Canarias
14,1,Mas60,0,0,0,0,0,3545909.5,Islas Canarias
14,2,Menos60,0,0,0,0,0,12139291.5,Islas Canarias
14,2,Mas60,0,2,0,0,2,3545909.5,Islas Canarias
14,3,Menos60,0,0,0,0,0,12139291.5,Islas Canarias
14,3,Mas60,0,4,0,0,4,3545909.5,Islas Canarias
14,4,Menos60,0,0,0,0,0,12139291.5,Islas Canarias
14,4,Mas60,0,1,0,0,1,3545909.5,Islas Canarias
14,5,Menos60,1,1,0,0,2,12139291.5,Islas Canarias
14,5,Mas60,0,2,0,0,2,3545909.5,Islas Canarias
14,6,Menos60,0,0,0,0,0,12139291.5,Islas Canarias
14,6,Mas60,0,0,0,0,0,3545909.5,Islas Canarias
14,7,Menos60,0,0,0,0,0,12139291.5,Islas Canarias
14,7,Mas60,0,4,1,0,5,3545909.5,Islas Canarias
14,8,Menos60,0,0,0,0,0,12139291.5,Islas Canarias
14,8,Mas60,1,5,0,0,6,3545909.5,Islas Canarias
14,9,Menos60,1,3,1,0,5,12139291.5,Islas Canarias
14,9,Mas60,5,7,0,0,12,3545909.5,Islas Canarias
14,10,Menos60,16,10,2,0,28,12139291.5,Islas Canarias
14,10,Mas60,7,12,1,0,20,3545909.5,Islas Canarias
14,11,Menos60,126,41,12,1,180,12139291.5,Islas Canarias
14,11,Mas60,51,50,13,3,117,3545909.5,Islas Canarias
14,12,Menos60,383,85,11,2,481,12139291.5,Islas Canarias
14,12,Mas60,236,153,36,17,442,3545909.5,Islas Canarias
14,13,Menos60,333,81,17,6,437,12139291.5,Islas Canarias
14,13,Mas60,323,224,49,40,636,3545909.5,Islas Canarias
14,14,Menos60,186,46,5,1,238,12139291.5,Islas Canarias
14,14,Mas60,165,88,12,26,291,3545909.5,Islas Canarias
14,15,Menos60,107,23,4,0,134,12139291.5,Islas Canarias
14,15,Mas60,51,52,3,12,118,3545909.5,Islas Canarias
14,16,Menos60,72,9,3,1,85,12139291.5,Islas Canarias
14,16,Mas60,40,22,3,17,82,3545909.5,Islas Canarias
14,17,Menos60,70,3,0,5,78,12139291.5,Islas Canarias
14,17,Mas60,16,13,2,9,40,3545909.5,Islas Canarias
14,18,Menos60,23,5,0,0,28,12139291.5,Islas Canarias
14,18,Mas60,12,8,0,8,28,3545909.5,Islas Canarias
14,19,Menos60,23,5,1,1,30,12139291.5,Islas Canarias
14,19,Mas60,13,9,3,5,30,3545909.5,Islas Canarias
14,20,Menos60,24,3,1,1,29,12139291.5,Islas Canarias
14,20,Mas60,11,6,0,4,21,3545909.5,Islas Canarias
14,21,Menos60,22,4,0,0,26,12139291.5,Islas Canarias
14,21,Mas60,3,4,1,3,11,3545909.5,Islas Canarias
14,22,Menos60,22,2,0,0,24,12139291.5,Islas Canarias
14,22,Mas60,6,5,1,3,15,3545909.5,Islas Canarias
14,23,Menos60,12,6,0,0,18,12139291.5,Islas Canarias
14,23,Mas60,1,4,1,0,6,3545909.5,Islas Canarias
14,24,Menos60,8,1,0,0,9,12139291.5,Islas Canarias
14,24,Mas60,1,4,0,1,6,3545909.5,Islas Canarias
14,25,Menos60,35,3,0,0,38,12139291.5,Islas Canarias
14,25,Mas60,0,1,0,0,1,3545909.5,Islas Canarias
14,26,Menos60,8,3,0,0,11,12139291.5,Islas Canarias
14,26,Mas60,0,2,0,0,2,3545909.5,Islas Canarias
14,27,Menos60,10,3,1,0,14,12139291.5,Islas Canarias
14,27,Mas60,0,2,0,0,2,3545909.5,Islas Canarias
14,28,Menos60,18,4,1,0,23,12139291.5,Islas Canarias
14,28,Mas60,4,9,1,0,14,3545909.5,Islas Canarias
14,29,Menos60,87,4,0,0,91,12139291.5,Islas Canarias
14,29,Mas60,2,5,0,0,7,3545909.5,Islas Canarias
14,30,Menos60,35,2,0,0,37,12139291.5,Islas Canarias
14,30,Mas60,15,5,0,0,20,3545909.5,Islas Canarias
14,31,Menos60,84,6,0,0,90,12139291.5,Islas Canarias
14,31,Mas60,9,8,0,0,17,3545909.5,Islas Canarias
14,32,Menos60,343,17,1,1,362,12139291.5,Islas Canarias
14,32,Mas60,37,6,0,1,44,3545909.5,Islas Canarias
14,33,Menos60,719,38,7,0,764,12139291.5,Islas Canarias
14,33,Mas60,101,34,6,2,143,3545909.5,Islas Canarias
14,34,Menos60,1329,43,5,0,1377,12139291.5,Islas Canarias
14,34,Mas60,207,60,13,4,284,3545909.5,Islas Canarias
14,35,Menos60,1684,54,9,0,1747,12139291.5,Islas Canarias
14,35,Mas60,317,87,17,7,428,3545909.5,Islas Canarias
14,36,Menos60,1607,66,12,2,1687,12139291.5,Islas Canarias
14,36,Mas60,309,86,20,12,427,3545909.5,Islas Canarias
14,37,Menos60,1223,49,15,4,1291,12139291.5,Islas Canarias
14,37,Mas60,270,76,18,16,380,3545909.5,Islas Canarias
14,38,Menos60,947,39,11,2,999,12139291.5,Islas Canarias
14,38,Mas60,205,57,13,12,287,3545909.5,Islas Canarias
14,39,Menos60,918,40,3,2,963,12139291.5,Islas Canarias
14,39,Mas60,197,62,16,13,288,3545909.5,Islas Canarias
14,40,Menos60,748,34,5,0,787,12139291.5,Islas Canarias
14,40,Mas60,195,60,17,5,277,3545909.5,Islas Canarias
14,41,Menos60,637,30,5,0,672,12139291.5,Islas Canarias
14,41,Mas60,149,54,9,10,222,3545909.5,Islas Canarias
14,42,Menos60,630,20,6,1,657,12139291.5,Islas Canarias
14,42,Mas60,157,50,13,13,233,3545909.5,Islas Canarias
14,43,Menos60,545,23,5,2,575,12139291.5,Islas Canarias
14,43,Mas60,166,38,10,9,223,3545909.5,Islas Canarias
14,44,Menos60,654,22,2,1,679,12139291.5,Islas Canarias
14,44,Mas60,138,45,7,9,199,3545909.5,Islas Canarias
14,45,Menos60,768,29,5,0,802,12139291.5,Islas Canarias
14,45,Mas60,205,66,9,12,292,3545909.5,Islas Canarias
14,46,Menos60,630,24,5,1,660,12139291.5,Islas Canarias
14,46,Mas60,167,62,8,12,249,3545909.5,Islas Canarias
14,47,Menos60,666,32,3,0,701,12139291.5,Islas Canarias
14,47,Mas60,162,44,9,14,229,3545909.5,Islas Canarias
14,48,Menos60,689,30,4,1,724,12139291.5,Islas Canarias
14,48,Mas60,183,59,11,11,264,3545909.5,Islas Canarias
14,49,Menos60,803,30,3,0,836,12139291.5,Islas Canarias
14,49,Mas60,321,71,8,7,407,3545909.5,Islas Canarias
14,50,Menos60,1183,36,7,0,1226,12139291.5,Islas Canarias
14,50,Mas60,336,112,13,17,478,3545909.5,Islas Canarias
14,51,Menos60,1154,23,3,1,1181,12139291.5,Islas Canarias
14,51,Mas60,308,89,13,29,439,3545909.5,Islas Canarias
14,52,Menos60,1058,29,8,1,1096,12139291.5,Islas Canarias
14,52,Mas60,251,67,15,17,350,3545909.5,Islas Canarias
14,53,Menos60,459,7,2,0,468,3468369,Islas Canarias
14,53,Mas60,77,22,2,9,110,1013117,Islas Canarias
14,54,Menos60,1196,36,7,5,1244,12139291.5,Islas Canarias
14,54,Mas60,238,68,8,14,328,3545909.5,Islas Canarias
14,55,Menos60,1752,61,15,2,1830,12139291.5,Islas Canarias
14,55,Mas60,355,80,20,17,472,3545909.5,Islas Canarias
14,56,Menos60,1564,51,12,2,1629,12139291.5,Islas Canarias
14,56,Mas60,341,74,27,24,466,3545909.5,Islas Canarias
14,57,Menos60,1649,54,13,0,1716,12139291.5,Islas Canarias
14,57,Mas60,347,111,24,29,511,3545909.5,Islas Canarias
14,58,Menos60,1344,54,10,2,1410,12139291.5,Islas Canarias
14,58,Mas60,284,88,25,14,411,3545909.5,Islas Canarias
14,59,Menos60,1194,46,13,1,1254,12139291.5,Islas Canarias
14,59,Mas60,224,67,15,17,323,3545909.5,Islas Canarias
14,60,Menos60,894,43,11,1,949,12139291.5,Islas Canarias
14,60,Mas60,165,54,16,13,248,3545909.5,Islas Canarias
14,61,Menos60,1022,42,8,2,1074,12139291.5,Islas Canarias
14,61,Mas60,192,57,14,19,282,3545909.5,Islas Canarias
14,62,Menos60,961,45,6,2,1014,12139291.5,Islas Canarias
14,62,Mas60,189,66,20,14,289,3545909.5,Islas Canarias
14,63,Menos60,1103,52,14,1,1170,12139291.5,Islas Canarias
14,63,Mas60,242,57,21,18,338,3545909.5,Islas Canarias
14,64,Menos60,1232,49,12,1,1294,12139291.5,Islas Canarias
14,64,Mas60,218,67,15,15,315,3545909.5,Islas Canarias
14,65,Menos60,1299,63,18,1,1381,12139291.5,Islas Canarias
14,65,Mas60,230,56,23,16,325,3545909.5,Islas Canarias
14,66,Menos60,1134,52,16,1,1203,12139291.5,Islas Canarias
14,66,Mas60,229,74,10,18,331,3545909.5,Islas Canarias
14,67,Menos60,1183,61,8,0,1252,12139291.5,Islas Canarias
14,67,Mas60,206,63,21,10,300,3545909.5,Islas Canarias
14,68,Menos60,1263,38,12,1,1314,12139291.5,Islas Canarias
14,68,Mas60,254,68,20,13,355,3545909.5,Islas Canarias
14,69,Menos60,1096,42,3,1,1142,12139291.5,Islas Canarias
14,69,Mas60,199,62,16,11,288,3545909.5,Islas Canarias
14,70,Menos60,767,22,2,1,792,12139291.5,Islas Canarias
14,70,Mas60,107,32,2,5,146,3545909.5,Islas Canarias
15,1,Menos60,0,0,0,0,0,1595541.5,La Rioja
15,1,Mas60,0,0,0,0,0,616710.5,La Rioja
15,2,Menos60,0,0,0,0,0,1595541.5,La Rioja
15,2,Mas60,0,0,0,0,0,616710.5,La Rioja
15,3,Menos60,0,0,0,0,0,1595541.5,La Rioja
15,3,Mas60,0,0,0,0,0,616710.5,La Rioja
15,4,Menos60,0,0,0,0,0,1595541.5,La Rioja
15,4,Mas60,0,0,0,0,0,616710.5,La Rioja
15,5,Menos60,0,0,0,0,0,1595541.5,La Rioja
15,5,Mas60,0,0,0,0,0,616710.5,La Rioja
15,6,Menos60,0,0,0,0,0,1595541.5,La Rioja
15,6,Mas60,0,0,0,0,0,616710.5,La Rioja
15,7,Menos60,0,0,0,0,0,1595541.5,La Rioja
15,7,Mas60,0,1,0,0,1,616710.5,La Rioja
15,8,Menos60,1,0,0,0,1,1595541.5,La Rioja
15,8,Mas60,1,1,0,0,2,616710.5,La Rioja
15,9,Menos60,7,3,0,0,10,1595541.5,La Rioja
15,9,Mas60,0,1,0,0,1,616710.5,La Rioja
15,10,Menos60,144,7,1,0,152,1595541.5,La Rioja
