ID_1,semana,edad60,s_leves,s_hosp,s_uci,s_def,s_total,pobtot,NAME_1
15,10,Mas60,28,11,0,2,41,616710.5,La Rioja
15,11,Menos60,171,32,6,0,209,1595541.5,La Rioja
15,11,Mas60,111,58,9,4,182,616710.5,La Rioja
15,12,Menos60,298,67,8,6,379,1595541.5,La Rioja
15,12,Mas60,317,131,17,34,499,616710.5,La Rioja
15,13,Menos60,453,94,5,3,555,1595541.5,La Rioja
15,13,Mas60,608,187,13,60,868,616710.5,La Rioja
15,14,Menos60,394,59,3,1,457,1595541.5,La Rioja
15,14,Mas60,487,155,7,87,736,616710.5,La Rioja
15,15,Menos60,255,27,1,2,285,1595541.5,La Rioja
15,15,Mas60,214,86,1,61,362,616710.5,La Rioja
15,16,Menos60,139,21,0,1,161,1595541.5,La Rioja
15,16,Mas60,117,49,5,44,215,616710.5,La Rioja
15,17,Menos60,93,11,0,1,105,1595541.5,La Rioja
15,17,Mas60,52,18,1,24,95,616710.5,La Rioja
15,18,Menos60,32,2,0,0,34,1595541.5,La Rioja
15,18,Mas60,18,6,0,7,31,616710.5,La Rioja
15,19,Menos60,9,3,0,1,13,1595541.5,La Rioja
15,19,Mas60,10,3,0,11,24,616710.5,La Rioja
15,20,Menos60,15,1,0,2,18,1595541.5,La Rioja
15,20,Mas60,10,3,0,6,19,616710.5,La Rioja
15,21,Menos60,4,0,0,1,5,1595541.5,La Rioja
15,21,Mas60,4,2,0,4,10,616710.5,La Rioja
15,22,Menos60,6,0,0,0,6,1595541.5,La Rioja
15,22,Mas60,3,1,0,1,5,616710.5,La Rioja
15,23,Menos60,6,0,0,0,6,1595541.5,La Rioja
15,23,Mas60,4,2,0,2,8,616710.5,La Rioja
15,24,Menos60,4,1,0,0,5,1595541.5,La Rioja
15,24,Mas60,3,1,0,0,4,616710.5,La Rioja
15,25,Menos60,3,0,0,0,3,1595541.5,La Rioja
15,25,Mas60,0,0,0,1,1,616710.5,La Rioja
15,26,Menos60,4,0,0,0,4,1595541.5,La Rioja
15,26,Mas60,1,1,0,2,4,616710.5,La Rioja
15,27,Menos60,2,0,0,0,2,1595541.5,La Rioja
15,27,Mas60,0,0,0,1,1,616710.5,La Rioja
15,28,Menos60,21,0,0,0,21,1595541.5,La Rioja
15,28,Mas60,8,2,0,0,10,616710.5,La Rioja
15,29,Menos60,41,0,0,0,41,1595541.5,La Rioja
15,29,Mas60,5,0,0,0,5,616710.5,La Rioja
15,30,Menos60,30,0,0,0,30,1595541.5,La Rioja
15,30,Mas60,5,1,0,0,6,616710.5,La Rioja
15,31,Menos60,20,1,0,0,21,1595541.5,La Rioja
15,31,Mas60,6,3,0,0,9,616710.5,La Rioja
15,32,Menos60,112,2,0,0,114,1595541.5,La Rioja
15,32,Mas60,10,1,0,0,11,616710.5,La Rioja
15,33,Menos60,345,7,1,0,353,1595541.5,La Rioja
15,33,Mas60,47,5,0,1,53,616710.5,La Rioja
15,34,Menos60,399,17,1,1,418,1595541.5,La Rioja
15,34,Mas60,67,17,1,1,86,616710.5,La Rioja
15,35,Menos60,486,17,4,0,507,1595541.5,La Rioja
15,35,Mas60,165,47,3,4,219,616710.5,La Rioja
15,36,Menos60,389,16,2,0,407,1595541.5,La Rioja
15,36,Mas60,146,43,5,7,201,616710.5,La Rioja
15,37,Menos60,470,18,2,0,490,1595541.5,La Rioja
15,37,Mas60,177,46,6,9,238,616710.5,La Rioja
15,38,Menos60,619,21,1,1,642,1595541.5,La Rioja
15,38,Mas60,180,38,6,17,241,616710.5,La Rioja
15,39,Menos60,500,14,2,0,516,1595541.5,La Rioja
15,39,Mas60,160,26,2,10,198,616710.5,La Rioja
15,40,Menos60,459,18,2,1,480,1595541.5,La Rioja
15,40,Mas60,132,34,5,7,178,616710.5,La Rioja
15,41,Menos60,588,21,6,1,616,1595541.5,La Rioja
15,41,Mas60,168,42,5,9,224,616710.5,La Rioja
15,42,Menos60,821,34,6,1,862,1595541.5,La Rioja
15,42,Mas60,214,57,7,4,282,616710.5,La Rioja
15,43,Menos60,893,42,6,1,942,1595541.5,La Rioja
15,43,Mas60,323,76,5,15,419,616710.5,La Rioja
15,44,Menos60,832,34,6,1,873,1595541.5,La Rioja
15,44,Mas60,406,83,11,17,517,616710.5,La Rioja
15,45,Menos60,846,34,4,0,884,1595541.5,La Rioja
15,45,Mas60,434,83,7,23,547,616710.5,La Rioja
15,46,Menos60,660,28,1,1,690,1595541.5,La Rioja
15,46,Mas60,258,71,9,19,357,616710.5,La Rioja
15,47,Menos60,502,13,1,0,516,1595541.5,La Rioja
15,47,Mas60,165,44,9,17,235,616710.5,La Rioja
15,48,Menos60,376,22,3,0,401,1595541.5,La Rioja
15,48,Mas60,148,45,3,17,213,616710.5,La Rioja
15,49,Menos60,209,6,1,0,216,1595541.5,La Rioja
15,49,Mas60,98,28,4,16,146,616710.5,La Rioja
15,50,Menos60,238,8,1,0,247,1595541.5,La Rioja
15,50,Mas60,90,22,2,4,118,616710.5,La Rioja
15,51,Menos60,281,7,0,1,289,1595541.5,La Rioja
15,51,Mas60,107,29,0,6,142,616710.5,La Rioja
15,52,Menos60,319,7,0,1,327,1595541.5,La Rioja
15,52,Mas60,100,23,4,6,133,616710.5,La Rioja
15,53,Menos60,233,5,2,0,240,455869,La Rioja
15,53,Mas60,98,10,0,0,108,176203,La Rioja
15,54,Menos60,502,13,2,0,517,1595541.5,La Rioja
15,54,Mas60,235,45,8,6,294,616710.5,La Rioja
15,55,Menos60,1118,21,11,0,1150,1595541.5,La Rioja
15,55,Mas60,467,96,6,12,581,616710.5,La Rioja
15,56,Menos60,1558,31,7,0,1596,1595541.5,La Rioja
15,56,Mas60,666,131,14,13,824,616710.5,La Rioja
15,57,Menos60,1404,41,8,1,1454,1595541.5,La Rioja
15,57,Mas60,580,133,20,20,753,616710.5,La Rioja
15,58,Menos60,1011,36,11,1,1059,1595541.5,La Rioja
15,58,Mas60,349,106,21,29,505,616710.5,La Rioja
15,59,Menos60,333,31,4,0,368,1595541.5,La Rioja
15,59,Mas60,113,52,12,28,205,616710.5,La Rioja
15,60,Menos60,185,9,0,0,194,1595541.5,La Rioja
15,60,Mas60,37,31,1,19,88,616710.5,La Rioja
15,61,Menos60,77,7,0,1,85,1595541.5,La Rioja
15,61,Mas60,28,16,3,7,54,616710.5,La Rioja
15,62,Menos60,98,8,0,0,106,1595541.5,La Rioja
15,62,Mas60,37,16,3,4,60,616710.5,La Rioja
15,63,Menos60,82,9,1,0,92,1595541.5,La Rioja
15,63,Mas60,25,16,2,4,47,616710.5,La Rioja
15,64,Menos60,99,11,2,0,112,1595541.5,La Rioja
15,64,Mas60,19,10,0,5,34,616710.5,La Rioja
15,65,Menos60,172,10,2,0,184,1595541.5,La Rioja
15,65,Mas60,39,10,2,5,56,616710.5,La Rioja
15,66,Menos60,260,11,2,0,273,1595541.5,La Rioja
15,66,Mas60,52,18,1,1,72,616710.5,La Rioja
15,67,Menos60,252,10,1,0,263,1595541.5,La Rioja
15,67,Mas60,84,24,4,7,119,616710.5,La Rioja
15,68,Menos60,317,17,0,0,334,1595541.5,La Rioja
15,68,Mas60,86,24,7,1,118,616710.5,La Rioja
15,69,Menos60,380,19,1,1,401,1595541.5,La Rioja
15,69,Mas60,82,20,4,3,109,616710.5,La Rioja
15,70,Menos60,263,14,2,0,279,1595541.5,La Rioja
15,70,Mas60,74,11,1,3,89,616710.5,La Rioja
16,1,Menos60,0,0,0,0,0,10752798,País Vasco
16,1,Mas60,0,3,0,0,3,4572403.5,País Vasco
16,2,Menos60,0,0,0,0,0,10752798,País Vasco
16,2,Mas60,0,5,0,0,5,4572403.5,País Vasco
16,3,Menos60,0,1,0,0,1,10752798,País Vasco
16,3,Mas60,0,0,0,0,0,4572403.5,País Vasco
16,4,Menos60,0,0,0,0,0,10752798,País Vasco
16,4,Mas60,0,0,0,0,0,4572403.5,País Vasco
16,5,Menos60,0,1,0,0,1,10752798,País Vasco
16,5,Mas60,0,1,0,0,1,4572403.5,País Vasco
16,6,Menos60,0,1,0,0,1,10752798,País Vasco
16,6,Mas60,0,6,1,0,7,4572403.5,País Vasco
16,7,Menos60,0,0,0,0,0,10752798,País Vasco
16,7,Mas60,0,5,0,0,5,4572403.5,País Vasco
16,8,Menos60,0,6,0,0,6,10752798,País Vasco
16,8,Mas60,0,8,0,0,8,4572403.5,País Vasco
16,9,Menos60,4,4,1,0,9,10752798,País Vasco
16,9,Mas60,5,26,2,0,33,4572403.5,País Vasco
16,10,Menos60,136,34,2,0,172,10752798,País Vasco
16,10,Mas60,120,87,6,6,219,4572403.5,País Vasco
16,11,Menos60,378,138,11,4,531,10752798,País Vasco
16,11,Mas60,380,287,22,42,731,4572403.5,País Vasco
16,12,Menos60,1131,451,22,6,1610,10752798,País Vasco
16,12,Mas60,1261,984,65,129,2439,4572403.5,País Vasco
16,13,Menos60,1769,497,37,8,2311,10752798,País Vasco
16,13,Mas60,1816,1130,87,243,3276,4572403.5,País Vasco
16,14,Menos60,1062,242,11,9,1324,10752798,País Vasco
16,14,Mas60,1508,583,32,312,2435,4572403.5,País Vasco
16,15,Menos60,651,97,5,7,760,10752798,País Vasco
16,15,Mas60,927,298,15,270,1510,4572403.5,País Vasco
16,16,Menos60,542,41,0,3,586,10752798,País Vasco
16,16,Mas60,431,131,7,176,745,4572403.5,País Vasco
16,17,Menos60,366,28,1,2,397,10752798,País Vasco
16,17,Mas60,312,84,6,96,498,4572403.5,País Vasco
16,18,Menos60,203,14,1,0,218,10752798,País Vasco
16,18,Mas60,223,44,2,74,343,4572403.5,País Vasco
16,19,Menos60,216,11,2,1,230,10752798,País Vasco
16,19,Mas60,112,35,2,51,200,4572403.5,País Vasco
16,20,Menos60,163,5,0,3,171,10752798,País Vasco
16,20,Mas60,65,9,0,26,100,4572403.5,País Vasco
16,21,Menos60,125,5,1,0,131,10752798,País Vasco
16,21,Mas60,55,14,1,33,103,4572403.5,País Vasco
16,22,Menos60,109,5,1,2,117,10752798,País Vasco
16,22,Mas60,37,6,0,24,67,4572403.5,País Vasco
16,23,Menos60,103,6,0,0,109,10752798,País Vasco
16,23,Mas60,57,12,0,20,89,4572403.5,País Vasco
16,24,Menos60,159,6,1,1,167,10752798,País Vasco
16,24,Mas60,55,6,0,6,67,4572403.5,País Vasco
16,25,Menos60,129,6,1,0,136,10752798,País Vasco
16,25,Mas60,52,2,0,2,56,4572403.5,País Vasco
16,26,Menos60,127,0,1,0,128,10752798,País Vasco
16,26,Mas60,34,5,0,3,42,4572403.5,País Vasco
16,27,Menos60,173,3,0,0,176,10752798,País Vasco
16,27,Mas60,52,3,0,2,57,4572403.5,País Vasco
16,28,Menos60,299,7,0,1,307,10752798,País Vasco
16,28,Mas60,48,4,1,1,54,4572403.5,País Vasco
16,29,Menos60,883,8,0,0,891,10752798,País Vasco
16,29,Mas60,108,15,1,1,125,4572403.5,País Vasco
16,30,Menos60,925,26,1,0,952,10752798,País Vasco
16,30,Mas60,148,14,2,0,164,4572403.5,País Vasco
16,31,Menos60,1323,33,3,0,1359,10752798,País Vasco
16,31,Mas60,217,31,1,5,254,4572403.5,País Vasco
16,32,Menos60,2255,59,5,2,2321,10752798,País Vasco
16,32,Mas60,429,72,2,6,509,4572403.5,País Vasco
16,33,Menos60,2974,91,7,0,3072,10752798,País Vasco
16,33,Mas60,632,107,10,6,755,4572403.5,País Vasco
16,34,Menos60,3483,93,9,3,3588,10752798,País Vasco
16,34,Mas60,700,150,12,29,891,4572403.5,País Vasco
16,35,Menos60,3896,114,10,1,4021,10752798,País Vasco
16,35,Mas60,837,183,11,43,1074,4572403.5,País Vasco
16,36,Menos60,3539,101,14,3,3657,10752798,País Vasco
16,36,Mas60,996,208,20,53,1277,4572403.5,País Vasco
16,37,Menos60,2958,94,11,0,3063,10752798,País Vasco
16,37,Mas60,820,220,13,61,1114,4572403.5,País Vasco
16,38,Menos60,2938,58,13,3,3012,10752798,País Vasco
16,38,Mas60,716,146,8,73,943,4572403.5,País Vasco
16,39,Menos60,2602,56,6,2,2666,10752798,País Vasco
16,39,Mas60,663,133,21,58,875,4572403.5,País Vasco
16,40,Menos60,2381,48,3,2,2434,10752798,País Vasco
16,40,Mas60,589,141,14,38,782,4572403.5,País Vasco
16,41,Menos60,3084,41,4,1,3130,10752798,País Vasco
16,41,Mas60,777,122,10,47,956,4572403.5,País Vasco
16,42,Menos60,4557,91,17,3,4668,10752798,País Vasco
16,42,Mas60,1261,190,15,49,1515,4572403.5,País Vasco
16,43,Menos60,6508,116,15,2,6641,10752798,País Vasco
16,43,Mas60,1743,225,21,50,2039,4572403.5,País Vasco
16,44,Menos60,7126,100,9,3,7238,10752798,País Vasco
16,44,Mas60,2171,252,33,81,2537,4572403.5,País Vasco
16,45,Menos60,7294,110,10,2,7416,10752798,País Vasco
16,45,Mas60,2332,303,28,80,2743,4572403.5,País Vasco
16,46,Menos60,5812,89,9,4,5914,10752798,País Vasco
16,46,Mas60,1866,270,36,127,2299,4572403.5,País Vasco
16,47,Menos60,3897,65,4,3,3969,10752798,País Vasco
16,47,Mas60,1227,196,22,120,1565,4572403.5,País Vasco
16,48,Menos60,2835,58,6,5,2904,10752798,País Vasco
16,48,Mas60,895,171,20,96,1182,4572403.5,País Vasco
16,49,Menos60,2259,37,4,3,2303,10752798,País Vasco
16,49,Mas60,706,147,13,107,973,4572403.5,País Vasco
16,50,Menos60,2364,32,4,4,2404,10752798,País Vasco
16,50,Mas60,848,139,7,101,1095,4572403.5,País Vasco
16,51,Menos60,2048,39,5,2,2094,10752798,País Vasco
16,51,Mas60,643,105,11,101,860,4572403.5,País Vasco
16,52,Menos60,1682,28,6,3,1719,10752798,País Vasco
16,52,Mas60,584,96,11,77,768,4572403.5,País Vasco
16,53,Menos60,679,11,0,1,691,3072228,País Vasco
16,53,Mas60,218,28,2,16,264,1306401,País Vasco
16,54,Menos60,2008,40,4,5,2057,10752798,País Vasco
16,54,Mas60,692,136,9,62,899,4572403.5,País Vasco
16,55,Menos60,3211,51,7,3,3272,10752798,País Vasco
16,55,Mas60,1218,155,15,64,1452,4572403.5,País Vasco
16,56,Menos60,3875,82,10,1,3968,10752798,País Vasco
16,56,Mas60,1445,249,19,109,1822,4572403.5,País Vasco
16,57,Menos60,4810,120,12,3,4945,10752798,País Vasco
16,57,Mas60,1476,297,40,127,1940,4572403.5,País Vasco
16,58,Menos60,4434,123,16,6,4579,10752798,País Vasco
16,58,Mas60,1315,274,34,107,1730,4572403.5,País Vasco
16,59,Menos60,3586,125,9,5,3725,10752798,País Vasco
16,59,Mas60,906,220,29,107,1262,4572403.5,País Vasco
16,60,Menos60,2519,94,16,3,2632,10752798,País Vasco
16,60,Mas60,613,150,9,96,868,4572403.5,País Vasco
16,61,Menos60,1990,72,5,6,2073,10752798,País Vasco
16,61,Mas60,506,106,14,54,680,4572403.5,País Vasco
16,62,Menos60,1594,46,5,3,1648,10752798,País Vasco
16,62,Mas60,422,105,8,52,587,4572403.5,País Vasco
16,63,Menos60,1513,52,4,6,1575,10752798,País Vasco
16,63,Mas60,398,75,10,49,532,4572403.5,País Vasco
16,64,Menos60,1752,54,3,0,1809,10752798,País Vasco
16,64,Mas60,442,64,9,31,546,4572403.5,País Vasco
16,65,Menos60,2014,58,2,1,2075,10752798,País Vasco
16,65,Mas60,611,93,8,32,744,4572403.5,País Vasco
16,66,Menos60,2418,69,5,2,2494,10752798,País Vasco
16,66,Mas60,749,130,11,38,928,4572403.5,País Vasco
16,67,Menos60,3292,90,6,1,3389,10752798,País Vasco
16,67,Mas60,877,100,11,45,1033,4572403.5,País Vasco
16,68,Menos60,4481,100,11,4,4596,10752798,País Vasco
16,68,Mas60,1300,147,12,39,1498,4572403.5,País Vasco
16,69,Menos60,4721,41,6,3,4771,10752798,País Vasco
16,69,Mas60,1207,73,10,36,1326,4572403.5,País Vasco
16,70,Menos60,3829,0,1,1,3831,10752798,País Vasco
16,70,Mas60,849,3,2,16,870,4572403.5,País Vasco
17,1,Menos60,0,0,0,0,0,4692520,Principado de Asturias
17,1,Mas60,0,0,0,0,0,2427631.5,Principado de Asturias
17,2,Menos60,0,0,0,0,0,4692520,Principado de Asturias
17,2,Mas60,0,0,0,0,0,2427631.5,Principado de Asturias
17,3,Menos60,0,0,0,0,0,4692520,Principado de Asturias
17,3,Mas60,0,1,0,0,1,2427631.5,Principado de Asturias
17,4,Menos60,0,0,0,0,0,4692520,Principado de Asturias
17,4,Mas60,0,0,0,0,0,2427631.5,Principado de Asturias
17,5,Menos60,0,1,0,0,1,4692520,Principado de Asturias
17,5,Mas60,0,0,0,0,0,2427631.5,Principado de Asturias
17,6,Menos60,0,0,0,0,0,4692520,Principado de Asturias
17,6,Mas60,0,1,0,0,1,2427631.5,Principado de Asturias
17,7,Menos60,0,1,0,0,1,4692520,Principado de Asturias
17,7,Mas60,0,1,0,0,1,2427631.5,Principado de Asturias
17,8,Menos60,0,0,0,0,0,4692520,Principado de Asturias
17,8,Mas60,0,1,1,0,2,2427631.5,Principado de Asturias
17,9,Menos60,1,1,0,0,2,4692520,Principado de Asturias
17,9,Mas60,2,4,1,0,7,2427631.5,Principado de Asturias
17,10,Menos60,23,9,0,0,32,4692520,Principado de Asturias
17,10,Mas60,7,8,1,0,16,2427631.5,Principado de Asturias
17,11,Menos60,170,15,2,0,187,4692520,Principado de Asturias
17,11,Mas60,70,44,5,1,120,2427631.5,Principado de Asturias
17,12,Menos60,309,55,11,0,375,4692520,Principado de Asturias
17,12,Mas60,237,162,20,27,446,2427631.5,Principado de Asturias
17,13,Menos60,263,71,11,2,347,4692520,Principado de Asturias
17,13,Mas60,294,227,34,44,599,2427631.5,Principado de Asturias
17,14,Menos60,147,26,2,0,175,4692520,Principado de Asturias
17,14,Mas60,222,137,12,32,403,2427631.5,Principado de Asturias
17,15,Menos60,103,19,5,0,127,4692520,Principado de Asturias
17,15,Mas60,257,147,10,67,481,2427631.5,Principado de Asturias
17,16,Menos60,52,12,2,2,68,4692520,Principado de Asturias
17,16,Mas60,91,85,4,37,217,2427631.5,Principado de Asturias
17,17,Menos60,23,12,0,1,36,4692520,Principado de Asturias
17,17,Mas60,31,31,3,47,112,2427631.5,Principado de Asturias
17,18,Menos60,18,6,1,1,26,4692520,Principado de Asturias
17,18,Mas60,19,15,2,18,54,2427631.5,Principado de Asturias
17,19,Menos60,13,1,0,1,15,4692520,Principado de Asturias
17,19,Mas60,22,7,2,14,45,2427631.5,Principado de Asturias
17,20,Menos60,11,2,0,0,13,4692520,Principado de Asturias
17,20,Mas60,7,4,0,14,25,2427631.5,Principado de Asturias
17,21,Menos60,2,0,0,1,3,4692520,Principado de Asturias
17,21,Mas60,3,1,0,4,8,2427631.5,Principado de Asturias
17,22,Menos60,7,0,0,0,7,4692520,Principado de Asturias
17,22,Mas60,20,7,0,9,36,2427631.5,Principado de Asturias
17,23,Menos60,3,0,0,0,3,4692520,Principado de Asturias
17,23,Mas60,3,4,0,9,16,2427631.5,Principado de Asturias
17,24,Menos60,4,0,0,0,4,4692520,Principado de Asturias
17,24,Mas60,0,0,0,3,3,2427631.5,Principado de Asturias
17,25,Menos60,0,0,0,0,0,4692520,Principado de Asturias
17,25,Mas60,0,0,0,2,2,2427631.5,Principado de Asturias
17,26,Menos60,0,0,0,0,0,4692520,Principado de Asturias
17,26,Mas60,0,0,0,2,2,2427631.5,Principado de Asturias
17,27,Menos60,2,0,0,0,2,4692520,Principado de Asturias
17,27,Mas60,0,0,0,1,1,2427631.5,Principado de Asturias
17,28,Menos60,5,1,0,0,6,4692520,Principado de Asturias
17,28,Mas60,1,0,0,0,1,2427631.5,Principado de Asturias
17,29,Menos60,5,0,0,0,5,4692520,Principado de Asturias
17,29,Mas60,1,2,0,0,3,2427631.5,Principado de Asturias
17,30,Menos60,26,1,0,0,27,4692520,Principado de Asturias
17,30,Mas60,7,0,0,0,7,2427631.5,Principado de Asturias
17,31,Menos60,77,0,0,0,77,4692520,Principado de Asturias
17,31,Mas60,15,0,1,0,16,2427631.5,Principado de Asturias
17,32,Menos60,138,1,0,0,139,4692520,Principado de Asturias
17,32,Mas60,25,4,0,0,29,2427631.5,Principado de Asturias
17,33,Menos60,152,2,0,0,154,4692520,Principado de Asturias
17,33,Mas60,20,2,0,0,22,2427631.5,Principado de Asturias
17,34,Menos60,178,1,0,0,179,4692520,Principado de Asturias
17,34,Mas60,57,7,0,1,65,2427631.5,Principado de Asturias
17,35,Menos60,186,7,1,0,194,4692520,Principado de Asturias
17,35,Mas60,59,17,3,0,79,2427631.5,Principado de Asturias
17,36,Menos60,272,9,1,0,282,4692520,Principado de Asturias
17,36,Mas60,93,24,3,3,123,2427631.5,Principado de Asturias
17,37,Menos60,310,11,1,0,322,4692520,Principado de Asturias
17,37,Mas60,101,19,3,3,126,2427631.5,Principado de Asturias
17,38,Menos60,470,10,1,0,481,4692520,Principado de Asturias
17,38,Mas60,136,24,5,2,167,2427631.5,Principado de Asturias
17,39,Menos60,453,15,0,0,468,4692520,Principado de Asturias
17,39,Mas60,177,53,5,4,239,2427631.5,Principado de Asturias
17,40,Menos60,501,25,0,0,526,4692520,Principado de Asturias
17,40,Mas60,212,69,6,5,292,2427631.5,Principado de Asturias
17,41,Menos60,803,25,2,0,830,4692520,Principado de Asturias
17,41,Mas60,392,115,7,11,525,2427631.5,Principado de Asturias
17,42,Menos60,1067,51,3,0,1121,4692520,Principado de Asturias
17,42,Mas60,458,170,8,17,653,2427631.5,Principado de Asturias
17,43,Menos60,1308,72,5,1,1386,4692520,Principado de Asturias
17,43,Mas60,806,272,17,47,1142,2427631.5,Principado de Asturias
17,44,Menos60,1306,95,13,3,1417,4692520,Principado de Asturias
17,44,Mas60,978,360,23,69,1430,2427631.5,Principado de Asturias
17,45,Menos60,1953,126,11,1,2091,4692520,Principado de Asturias
17,45,Mas60,1205,435,22,135,1797,2427631.5,Principado de Asturias
17,46,Menos60,2218,118,9,5,2350,4692520,Principado de Asturias
17,46,Mas60,1250,458,25,129,1862,2427631.5,Principado de Asturias
17,47,Menos60,1411,97,9,10,1527,4692520,Principado de Asturias
17,47,Mas60,920,388,22,150,1480,2427631.5,Principado de Asturias
17,48,Menos60,920,59,6,6,991,4692520,Principado de Asturias
17,48,Mas60,627,265,9,135,1036,2427631.5,Principado de Asturias
17,49,Menos60,846,35,7,3,891,4692520,Principado de Asturias
17,49,Mas60,372,148,10,108,638,2427631.5,Principado de Asturias
17,50,Menos60,613,33,4,1,651,4692520,Principado de Asturias
17,50,Mas60,305,115,7,84,511,2427631.5,Principado de Asturias
17,51,Menos60,433,14,1,1,449,4692520,Principado de Asturias
17,51,Mas60,162,71,4,54,291,2427631.5,Principado de Asturias
17,52,Menos60,426,16,0,1,443,4692520,Principado de Asturias
17,52,Mas60,142,60,5,35,242,2427631.5,Principado de Asturias
17,53,Menos60,178,3,0,0,181,1340720,Principado de Asturias
17,53,Mas60,58,18,1,10,87,693609,Principado de Asturias
17,54,Menos60,682,25,4,0,711,4692520,Principado de Asturias
17,54,Mas60,221,58,5,28,312,2427631.5,Principado de Asturias
17,55,Menos60,1233,43,6,0,1282,4692520,Principado de Asturias
17,55,Mas60,497,159,5,24,685,2427631.5,Principado de Asturias
17,56,Menos60,1712,83,3,0,1798,4692520,Principado de Asturias
17,56,Mas60,780,216,12,57,1065,2427631.5,Principado de Asturias
17,57,Menos60,2478,125,12,0,2615,4692520,Principado de Asturias
17,57,Mas60,1104,307,18,68,1497,2427631.5,Principado de Asturias
17,58,Menos60,2183,133,15,2,2333,4692520,Principado de Asturias
17,58,Mas60,821,331,23,74,1249,2427631.5,Principado de Asturias
17,59,Menos60,219,68,7,3,297,4692520,Principado de Asturias
17,59,Mas60,121,150,16,51,338,2427631.5,Principado de Asturias
17,60,Menos60,112,25,4,2,143,4692520,Principado de Asturias
17,60,Mas60,65,59,12,45,181,2427631.5,Principado de Asturias
17,61,Menos60,99,14,0,2,115,4692520,Principado de Asturias
17,61,Mas60,69,40,5,37,151,2427631.5,Principado de Asturias
17,62,Menos60,91,8,2,1,102,4692520,Principado de Asturias
17,62,Mas60,59,39,6,39,143,2427631.5,Principado de Asturias
17,63,Menos60,73,11,3,1,88,4692520,Principado de Asturias
17,63,Mas60,54,38,2,12,106,2427631.5,Principado de Asturias
17,64,Menos60,60,6,1,0,67,4692520,Principado de Asturias
17,64,Mas60,47,21,10,14,92,2427631.5,Principado de Asturias
17,65,Menos60,55,6,0,2,63,4692520,Principado de Asturias
17,65,Mas60,42,20,3,12,77,2427631.5,Principado de Asturias
17,66,Menos60,201,8,0,2,211,4692520,Principado de Asturias
17,66,Mas60,85,25,2,15,127,2427631.5,Principado de Asturias
17,67,Menos60,622,23,3,0,648,4692520,Principado de Asturias
17,67,Mas60,207,38,3,17,265,2427631.5,Principado de Asturias
17,68,Menos60,703,39,5,1,748,4692520,Principado de Asturias
17,68,Mas60,207,68,7,4,286,2427631.5,Principado de Asturias
17,69,Menos60,618,51,6,1,676,4692520,Principado de Asturias
17,69,Mas60,168,70,15,11,264,2427631.5,Principado de Asturias
17,70,Menos60,476,25,1,0,502,4692520,Principado de Asturias
17,70,Mas60,123,49,8,5,185,2427631.5,Principado de Asturias
18,1,Menos60,0,0,0,0,0,8286222,Región de Murcia
18,1,Mas60,0,0,0,0,0,2262816.5,Región de Murcia
18,2,Menos60,0,1,0,0,1,8286222,Región de Murcia
18,2,Mas60,0,0,0,0,0,2262816.5,Región de Murcia
18,3,Menos60,0,0,0,0,0,8286222,Región de Murcia
18,3,Mas60,0,0,0,0,0,2262816.5,Región de Murcia
18,4,Menos60,0,0,0,0,0,8286222,Región de Murcia
18,4,Mas60,0,0,0,0,0,2262816.5,Región de Murcia
18,5,Menos60,0,0,0,0,0,8286222,Región de Murcia
18,5,Mas60,0,2,0,0,2,2262816.5,Región de Murcia
18,6,Menos60,0,0,0,0,0,8286222,Región de Murcia
18,6,Mas60,0,1,0,0,1,2262816.5,Región de Murcia
18,7,Menos60,0,0,0,0,0,8286222,Región de Murcia
18,7,Mas60,0,4,0,0,4,2262816.5,Región de Murcia
18,8,Menos60,0,1,0,0,1,8286222,Región de Murcia
18,8,Mas60,0,4,0,0,4,2262816.5,Región de Murcia
18,9,Menos60,0,1,0,0,1,8286222,Región de Murcia
18,9,Mas60,0,0,1,0,1,2262816.5,Región de Murcia
18,10,Menos60,9,6,0,0,15,8286222,Región de Murcia
18,10,Mas60,1,3,0,0,4,2262816.5,Región de Murcia
18,11,Menos60,98,18,1,0,117,8286222,Región de Murcia
18,11,Mas60,45,26,6,0,77,2262816.5,Región de Murcia
18,12,Menos60,225,65,10,1,301,8286222,Región de Murcia
18,12,Mas60,202,99,23,6,330,2262816.5,Región de Murcia
18,13,Menos60,280,85,16,0,381,8286222,Región de Murcia
18,13,Mas60,210,142,22,42,416,2262816.5,Región de Murcia
18,14,Menos60,153,53,8,3,217,8286222,Región de Murcia
18,14,Mas60,121,70,8,43,242,2262816.5,Región de Murcia
18,15,Menos60,56,20,3,1,80,8286222,Región de Murcia
18,15,Mas60,80,30,5,21,136,2262816.5,Región de Murcia
18,16,Menos60,31,6,3,0,40,8286222,Región de Murcia
18,16,Mas60,19,13,2,11,45,2262816.5,Región de Murcia
18,17,Menos60,27,5,2,0,34,8286222,Región de Murcia
18,17,Mas60,13,4,0,6,23,2262816.5,Región de Murcia
18,18,Menos60,21,3,1,1,26,8286222,Región de Murcia
18,18,Mas60,11,11,2,6,30,2262816.5,Región de Murcia
18,19,Menos60,24,2,0,0,26,8286222,Región de Murcia
18,19,Mas60,12,3,0,2,17,2262816.5,Región de Murcia
18,20,Menos60,27,6,0,0,33,8286222,Región de Murcia
18,20,Mas60,8,2,0,2,12,2262816.5,Región de Murcia
